date;weights
10/05/2017;1.34864123
10/05/2017;1.329657307
10/05/2017;1.30901801
10/05/2017;1.27414685
10/05/2017;1.30432099
10/05/2017;1.31197136
10/05/2017;1.37437447
10/05/2017;1.34963976
10/05/2017;1.3008465
10/05/2017;1.23217196
10/05/2017;1.17227827
10/05/2017;1.18440833
10/05/2017;1.19368856
10/05/2017;1.22425484
10/05/2017;1.25374936
10/05/2017;1.18614782
10/05/2017;1.03017205
10/05/2017;0.99466588
10/05/2017;1.01799806
10/05/2017;0.964942
10/05/2017;0.93864714
10/05/2017;1.00168551
10/05/2017;1.03803809
10/05/2017;1.09268123
10/05/2017;1.1199522
10/05/2017;1.05816642
10/05/2017;1.15824755
10/05/2017;1.242258185
10/05/2017;1.24812272
10/05/2017;1.16016431
10/05/2017;1.21490461
10/05/2017;1.27422711
10/05/2017;1.33874533
10/05/2017;1.26526204
10/05/2017;1.21925034
10/05/2017;1.25972599
11/05/2017;1.20078706
11/05/2017;1.12976852
11/05/2017;1.02538755
11/05/2017;1.02409392
11/05/2017;1.05395212
11/05/2017;1.115007468
11/05/2017;1.12503118
11/05/2017;1.09060361
11/05/2017;1.0822793
11/05/2017;1.09726483
11/05/2017;1.0818375
11/05/2017;1.0747661
11/05/2017;1.13086954
11/05/2017;1.19617142
11/05/2017;1.20813205
11/05/2017;1.20850261
11/05/2017;1.24221305
11/05/2017;1.2051994
11/05/2017;1.14733023
11/05/2017;1.14011989
11/05/2017;1.11451852
11/05/2017;1.11169995
11/05/2017;1.18023716
11/05/2017;1.22286609
11/05/2017;1.20846535
11/05/2017;1.21552707
11/05/2017;1.28447844
11/05/2017;1.30784613
11/05/2017;1.29984872
11/05/2017;1.29361056
11/05/2017;1.30418047
11/05/2017;1.32645777
11/05/2017;1.43219105
11/05/2017;1.41022355
11/05/2017;1.31176321
11/05/2017;1.26523603
11/05/2017;1.17455708
11/05/2017;1.10048306
11/05/2017;1.02982291
11/05/2017;0.996428803
11/05/2017;0.90564525
11/05/2017;0.88235811
11/05/2017;0.87665566
11/05/2017;0.91054512
11/05/2017;0.95459996
11/05/2017;1.0267071
11/05/2017;1.10173241
11/05/2017;1.15692782
12/05/2017;1.18209487
12/05/2017;1.21212891
12/05/2017;1.22806012
12/05/2017;1.24332119
12/05/2017;1.26113916
12/05/2017;1.29661956
12/05/2017;1.328928
12/05/2017;1.33666973
12/05/2017;1.33844433
12/05/2017;1.28690226
12/05/2017;1.21676716
12/05/2017;1.17828023
12/05/2017;1.16766095
12/05/2017;1.14321777
12/05/2017;1.12233462
12/05/2017;1.09167087
12/05/2017;1.05911752
12/05/2017;1.03056442
12/05/2017;1.02448253
12/05/2017;1.01747019
12/05/2017;1.03521939
12/05/2017;1.07581742
12/05/2017;1.12297792
12/05/2017;1.131734
12/05/2017;1.1401685
12/05/2017;1.17871067
12/05/2017;1.19313158
12/05/2017;1.15503435
12/05/2017;1.10749246
12/05/2017;1.07618985
12/05/2017;1.07552584
12/05/2017;1.09377087
12/05/2017;1.11699804
12/05/2017;1.12810111
12/05/2017;1.15104947
12/05/2017;1.18725518
12/05/2017;1.20458883
12/05/2017;1.19382351
12/05/2017;1.22084885
12/05/2017;1.25904384
12/05/2017;1.28350654
12/05/2017;1.28360855
12/05/2017;1.2671428
12/05/2017;1.22782391
12/05/2017;1.19636865
12/05/2017;1.182434267
12/05/2017;1.17359699
12/05/2017;1.15654881
13/05/2017;1.14650026
13/05/2017;1.17322582
13/05/2017;1.19257679
13/05/2017;1.176936
13/05/2017;1.19026249
13/05/2017;1.17310066
13/05/2017;1.13269938
13/05/2017;1.11509796
13/05/2017;1.05749274
13/05/2017;1.02413292
13/05/2017;1.02968929
13/05/2017;1.08464018
13/05/2017;1.11833361
13/05/2017;1.10026751
13/05/2017;1.09238238
13/05/2017;1.14160774
13/05/2017;1.2059087
13/05/2017;1.22693014
13/05/2017;1.26544718
13/05/2017;1.29561316
13/05/2017;1.31958333
13/05/2017;1.34127643
13/05/2017;1.32791493
13/05/2017;1.30078297
13/05/2017;1.33739767
13/05/2017;1.3818424
13/05/2017;1.34648675
13/05/2017;1.32512507
13/05/2017;1.34954879
13/05/2017;1.29808275
13/05/2017;1.24584862
13/05/2017;1.17283966
13/05/2017;1.15651198
13/05/2017;1.11683008
13/05/2017;1.09544704
13/05/2017;1.16563232
13/05/2017;1.10494432
13/05/2017;1.05400326
13/05/2017;1.12031089
13/05/2017;1.11973388
13/05/2017;1.13999782
13/05/2017;1.20371969
13/05/2017;1.2330063
13/05/2017;1.25112024
13/05/2017;1.22151792
13/05/2017;1.24964378
13/05/2017;1.2348504
13/05/2017;1.16868118
14/05/2017;1.10746739
14/05/2017;1.05126486
14/05/2017;1.05198852
14/05/2017;1.04667862
14/05/2017;1.0566546
14/05/2017;1.05298459
14/05/2017;1.09918502
14/05/2017;1.13028834
14/05/2017;1.12261692
14/05/2017;1.12674514
14/05/2017;1.12261015
14/05/2017;1.17402731
14/05/2017;1.19125965
14/05/2017;1.22430777
14/05/2017;1.23865201
14/05/2017;1.24058446
14/05/2017;1.24627233
14/05/2017;1.27746559
14/05/2017;1.25290434
14/05/2017;1.207213
14/05/2017;1.18805835
14/05/2017;1.19128616
14/05/2017;1.22391509
14/05/2017;1.23761141
14/05/2017;1.20134319
14/05/2017;1.1325207
14/05/2017;1.20307518
14/05/2017;1.23492392
14/05/2017;1.31565567
14/05/2017;1.39290568
14/05/2017;1.40633936
14/05/2017;1.38949325
14/05/2017;1.37289711
14/05/2017;1.40317089
14/05/2017;1.30801278
14/05/2017;1.295624401
14/05/2017;1.324525858
14/05/2017;1.258355154
14/05/2017;1.30664297
14/05/2017;1.2965427
14/05/2017;1.29617198
14/05/2017;1.23810806
14/05/2017;1.24821099
14/05/2017;1.30536062
14/05/2017;1.36201864
14/05/2017;1.30690581
14/05/2017;1.26244813
14/05/2017;1.21041752
15/05/2017;1.1548863
15/05/2017;1.05672432
15/05/2017;1.20985737
15/05/2017;1.232547838
15/05/2017;1.194145604
15/05/2017;1.10560418
15/05/2017;1.07886692
15/05/2017;1.09609729
15/05/2017;1.14194074
15/05/2017;1.16956559
15/05/2017;1.17300061
15/05/2017;1.08252989
15/05/2017;1.1117448
15/05/2017;1.15767369
15/05/2017;1.20289945
15/05/2017;1.27155459
15/05/2017;1.45100266
15/05/2017;1.28077565
15/05/2017;1.26622574
15/05/2017;1.26877838
15/05/2017;1.15476664
15/05/2017;1.30252474
15/05/2017;1.34793074
15/05/2017;1.21915364
15/05/2017;1.32224563
15/05/2017;1.42213953
15/05/2017;1.40794629
15/05/2017;1.479329615
15/05/2017;1.45120827
15/05/2017;1.58520392
15/05/2017;1.49647127
15/05/2017;1.48353639
15/05/2017;1.14706448
15/05/2017;1.18261832
15/05/2017;1.0799514
15/05/2017;1.00890842
15/05/2017;1.06339314
15/05/2017;1.06591349
15/05/2017;1.25513944
15/05/2017;1.06003865
15/05/2017;1.08687183
15/05/2017;1.17484429
15/05/2017;1.28237253
15/05/2017;1.16586578
15/05/2017;1.20086979
15/05/2017;1.29302054
15/05/2017;1.167876483
15/05/2017;1.230347848
16/05/2017;1.1728601
16/05/2017;1.15719924
16/05/2017;1.18907056
16/05/2017;1.197727027
16/05/2017;1.21669744
16/05/2017;1.21032638
16/05/2017;1.19988036
16/05/2017;1.24151402
16/05/2017;1.29018047
16/05/2017;1.18984462
16/05/2017;1.151482618
16/05/2017;1.10959454
16/05/2017;1.21686851
16/05/2017;1.32811586
16/05/2017;1.34828133
16/05/2017;1.414197
16/05/2017;1.47452909
16/05/2017;1.42420704
16/05/2017;1.44030329
16/05/2017;1.46673578
16/05/2017;1.540452233
16/05/2017;1.52723982
16/05/2017;1.54383027
16/05/2017;1.4565997
16/05/2017;1.42535174
16/05/2017;1.31716041
16/05/2017;1.41872198
16/05/2017;1.47069237
16/05/2017;1.26846298
16/05/2017;1.258086874
16/05/2017;1.20787704
16/05/2017;1.15736673
16/05/2017;1.1577237
16/05/2017;1.24234714
16/05/2017;1.33549596
16/05/2017;1.17278468
16/05/2017;1.14485703
16/05/2017;1.13614257
16/05/2017;1.03664383
16/05/2017;1.02687442
16/05/2017;1.0273987
16/05/2017;1.09604303
16/05/2017;1.12993114
16/05/2017;1.20362769
16/05/2017;1.100436895
16/05/2017;1.052191174
16/05/2017;1.175633767
16/05/2017;1.204212022
17/05/2017;1.259937486
17/05/2017;1.293970152
17/05/2017;1.70594543
17/05/2017;1.36297379
17/05/2017;1.2390539
17/05/2017;1.25492767
17/05/2017;1.235951096
17/05/2017;1.355668814
17/05/2017;1.24083556
17/05/2017;1.22940262
17/05/2017;1.141506387
17/05/2017;1.13495982
17/05/2017;1.414815646
17/05/2017;1.580231517
17/05/2017;1.71367327
17/05/2017;1.82594641
17/05/2017;1.87848449
17/05/2017;1.84188414
17/05/2017;1.808065893
17/05/2017;1.72282979
17/05/2017;1.64168164
17/05/2017;1.43797905
17/05/2017;1.100742945
17/05/2017;1.002299825
17/05/2017;0.72633847
17/05/2017;0.52360173
17/05/2017;0.794820924
17/05/2017;0.807217321
17/05/2017;0.5594842
17/05/2017;0.77639481
17/05/2017;0.87489035
17/05/2017;0.986067664
17/05/2017;0.98444215
17/05/2017;1.1938534
17/05/2017;1.40114568
17/05/2017;1.20402165
17/05/2017;1.20373337
17/05/2017;1.225536959
17/05/2017;1.005385487
17/05/2017;1.14137525
17/05/2017;1.40358532
17/05/2017;1.47908522
17/05/2017;1.45007309
17/05/2017;1.358733935
17/05/2017;1.4919803
17/05/2017;1.3859567
17/05/2017;1.16730559
17/05/2017;0.941240372
18/05/2017;0.904249158
18/05/2017;1.129788549
18/05/2017;1.365470558
18/05/2017;1.466658267
18/05/2017;1.60083553
18/05/2017;1.545283606
18/05/2017;1.827235843
18/05/2017;1.919759798
18/05/2017;1.926982348
18/05/2017;1.91631491
18/05/2017;1.907867488
18/05/2017;1.926978816
18/05/2017;1.89038023
18/05/2017;1.75598902
18/05/2017;1.50451014
18/05/2017;1.20568516
18/05/2017;0.78013221
18/05/2017;0.53650976
18/05/2017;0.39817303
18/05/2017;0.23619839
18/05/2017;0.24008304
18/05/2017;0.35511717
18/05/2017;0.32062012
18/05/2017;0.2344264
18/05/2017;0.23915986
18/05/2017;0.35716594
18/05/2017;0.61796406
18/05/2017;1.11044349
18/05/2017;1.10866961
18/05/2017;1.28562603
18/05/2017;1.38822739
18/05/2017;1.65893479
18/05/2017;1.5789928
18/05/2017;1.39875682
18/05/2017;1.18797643
18/05/2017;1.02895073
18/05/2017;1.01255352
18/05/2017;1.009876373
18/05/2017;1.075433797
18/05/2017;1.2787374
18/05/2017;1.3775161
18/05/2017;1.51041551
18/05/2017;1.65976387
18/05/2017;1.58349304
18/05/2017;1.66599752
18/05/2017;1.853886365
18/05/2017;1.664726593
18/05/2017;1.689934283
19/05/2017;1.703654553
19/05/2017;1.58087982
19/05/2017;1.52749746
19/05/2017;1.32813671
19/05/2017;1.08411954
19/05/2017;0.93335082
19/05/2017;0.94619889
19/05/2017;0.975678664
19/05/2017;0.62878663
19/05/2017;0.47247036
19/05/2017;0.56120414
19/05/2017;0.78285081
19/05/2017;0.89596419
19/05/2017;0.84985013
19/05/2017;0.871856031
19/05/2017;1.039920344
19/05/2017;1.14500488
19/05/2017;1.31290658
19/05/2017;1.294294787
19/05/2017;1.41296296
19/05/2017;1.61367954
19/05/2017;1.60567473
19/05/2017;1.5831256
19/05/2017;1.61658298
19/05/2017;1.6779758
19/05/2017;1.70686283
19/05/2017;1.643764862
19/05/2017;1.400249615
19/05/2017;1.21906832
19/05/2017;1.22267008
19/05/2017;1.1347233
19/05/2017;0.735628091
19/05/2017;0.47130416
19/05/2017;0.56541408
19/05/2017;0.72624194
19/05/2017;0.63010474
19/05/2017;0.66295569
19/05/2017;0.59507738
19/05/2017;0.59053913
19/05/2017;0.71677092
19/05/2017;0.82832159
19/05/2017;1.122378017
19/05/2017;1.63655283
19/05/2017;1.56578126
19/05/2017;1.37823166
19/05/2017;1.46650174
19/05/2017;1.64975612
19/05/2017;1.73572972
20/05/2017;1.570976611
20/05/2017;1.482367631
20/05/2017;1.257396059
20/05/2017;1.03146894
20/05/2017;1.13312959
20/05/2017;1.23545464
20/05/2017;1.407127055
20/05/2017;1.703596714
20/05/2017;1.676585223
20/05/2017;1.69136469
20/05/2017;1.57848247
20/05/2017;1.57712424
20/05/2017;1.531214963
20/05/2017;1.500819364
20/05/2017;1.172962646
20/05/2017;1.22327567
20/05/2017;1.50769799
20/05/2017;1.802746347
20/05/2017;1.775583073
20/05/2017;1.766898921
20/05/2017;1.780276205
20/05/2017;1.79516354
20/05/2017;1.44211137
20/05/2017;0.96920964
20/05/2017;0.8241948
20/05/2017;0.95187757
20/05/2017;1.08768119
20/05/2017;1.2673835
20/05/2017;1.21979825
20/05/2017;1.20288379
20/05/2017;1.32323092
20/05/2017;1.552599478
20/05/2017;1.68528645
20/05/2017;1.47613668
20/05/2017;1.59321293
20/05/2017;1.35928483
20/05/2017;1.29359059
20/05/2017;0.96544641
20/05/2017;0.77852721
20/05/2017;0.621336738
20/05/2017;0.825201
20/05/2017;1.02316651
20/05/2017;1.07992015
20/05/2017;1.48796492
20/05/2017;1.61265463
20/05/2017;1.79125414
20/05/2017;1.82390831
20/05/2017;1.80360083
21/05/2017;1.76140758
21/05/2017;1.59905911
21/05/2017;1.62187935
21/05/2017;1.48446107
21/05/2017;1.3755843
21/05/2017;1.16415704
21/05/2017;1.2049934
21/05/2017;1.1334535
21/05/2017;1.18378273
21/05/2017;1.14193206
21/05/2017;1.33448797
21/05/2017;1.40155063
21/05/2017;1.28570692
21/05/2017;1.39829589
21/05/2017;1.34922812
21/05/2017;1.34976531
21/05/2017;1.27194295
21/05/2017;1.09937197
21/05/2017;0.428995222
21/05/2017;0.844441324
21/05/2017;1.48983894
21/05/2017;1.307575337
21/05/2017;1.385482236
21/05/2017;1.78172018
21/05/2017;1.71676887
21/05/2017;1.80086097
21/05/2017;1.760405114
21/05/2017;1.885791016
21/05/2017;1.9422214
21/05/2017;1.88853959
21/05/2017;1.85279365
21/05/2017;1.626832276
21/05/2017;1.134984989
21/05/2017;1.05220511
21/05/2017;0.95285652
21/05/2017;0.41978358
21/05/2017;0.2181562
21/05/2017;0.28414874
21/05/2017;0.33749792
21/05/2017;0.35705261
21/05/2017;0.36374822
21/05/2017;0.24494919
21/05/2017;0.1859146
21/05/2017;0.10691431
21/05/2017;0.16316178
21/05/2017;0.269772968
21/05/2017;0.40305019
21/05/2017;0.72517393
22/05/2017;1.18026564
22/05/2017;1.379275045
22/05/2017;1.805746841
22/05/2017;1.94115995
22/05/2017;1.86674081
22/05/2017;1.75147176
22/05/2017;1.812147811
22/05/2017;1.768673177
22/05/2017;1.865584012
22/05/2017;1.843721782
22/05/2017;1.65926109
22/05/2017;1.414911684
22/05/2017;1.588071853
22/05/2017;1.723294731
22/05/2017;1.850765203
22/05/2017;1.855384798
22/05/2017;1.633048555
22/05/2017;1.12935001
22/05/2017;0.93585642
22/05/2017;0.619668467
22/05/2017;0.34685649
22/05/2017;0.31270233
22/05/2017;0.20194948
22/05/2017;0.17256965
22/05/2017;0.609239354
22/05/2017;1.854245163
22/05/2017;1.321085798
22/05/2017;0.462122014
22/05/2017;1.856868039
22/05/2017;1.943372085
22/05/2017;0.339665782
22/05/2017;0.022070177
22/05/2017;0.001216791
22/05/2017;0.000125448
22/05/2017;0.001852919
22/05/2017;0.001513517
22/05/2017;0.001103798
22/05/2017;0.00771953
22/05/2017;0.86671357
22/05/2017;1.864125294
22/05/2017;1.822730178
22/05/2017;1.08498621
22/05/2017;1.966724899
22/05/2017;1.999079032
22/05/2017;1.975294127
22/05/2017;0.68513589
22/05/2017;1.615241719
22/05/2017;1.857546801
23/05/2017;1.933930087
23/05/2017;1.95090405
23/05/2017;1.97248556
23/05/2017;1.994563613
23/05/2017;1.981910199
23/05/2017;1.987615279
23/05/2017;1.932214633
23/05/2017;1.553305973
23/05/2017;1.44572683
23/05/2017;0.751475999
23/05/2017;0.17304076
23/05/2017;0.12053793
23/05/2017;0.129328105
23/05/2017;0.057938529
23/05/2017;0.388989927
23/05/2017;0.286905365
23/05/2017;0.483477061
23/05/2017;1.214898666
23/05/2017;1.500614093
23/05/2017;1.31824407
23/05/2017;1.72256644
23/05/2017;1.60824358
23/05/2017;1.17844665
23/05/2017;0.689793
23/05/2017;0.274260269
23/05/2017;0.444542846
23/05/2017;0.692247823
23/05/2017;1.17370763
23/05/2017;1.49223573
23/05/2017;1.773184815
23/05/2017;1.939424478
23/05/2017;1.97307756
23/05/2017;1.96161138
23/05/2017;1.976711979
23/05/2017;1.970244129
23/05/2017;1.912714561
23/05/2017;1.61390373
23/05/2017;1.3816882
23/05/2017;0.93155587
23/05/2017;1.06866725
23/05/2017;1.57227227
23/05/2017;1.816029295
23/05/2017;1.859760481
23/05/2017;1.769258706
23/05/2017;1.02519657
23/05/2017;0.43104447
23/05/2017;0.268625442
23/05/2017;0.470755816
24/05/2017;0.347741475
24/05/2017;0.200558678
24/05/2017;0.20950792
24/05/2017;0.189672403
24/05/2017;0.32293993
24/05/2017;1.01037739
24/05/2017;1.31378348
24/05/2017;1.43267087
24/05/2017;1.562418186
24/05/2017;1.2727066
24/05/2017;1.003267511
24/05/2017;1.155541314
24/05/2017;1.52502293
24/05/2017;1.52166147
24/05/2017;1.36040129
24/05/2017;1.02043017
24/05/2017;1.334594845
24/05/2017;1.483710538
24/05/2017;1.528315635
24/05/2017;1.55444707
24/05/2017;1.030158164
24/05/2017;0.75871712
24/05/2017;0.3803468
24/05/2017;0.277271041
24/05/2017;0.278143656
24/05/2017;1.050067733
24/05/2017;1.653053821
24/05/2017;1.66847672
24/05/2017;1.399316735
24/05/2017;1.532447582
24/05/2017;1.675007404
24/05/2017;1.822905156
24/05/2017;1.568657155
24/05/2017;0.96685432
24/05/2017;0.952349613
24/05/2017;0.64201038
24/05/2017;0.724531
24/05/2017;0.974157691
24/05/2017;0.974345104
24/05/2017;0.667202055
24/05/2017;0.786850502
24/05/2017;0.953345519
24/05/2017;0.782019126
24/05/2017;0.741882253
24/05/2017;0.31519999
24/05/2017;0.184284591
24/05/2017;0.254551913
24/05/2017;0.529527134
25/05/2017;0.845129511
25/05/2017;1.294875869
25/05/2017;1.605750014
25/05/2017;1.919450018
25/05/2017;1.888892831
25/05/2017;1.876344852
25/05/2017;1.907268426
25/05/2017;1.94421059
25/05/2017;1.780949958
25/05/2017;1.150636518
25/05/2017;0.58709221
25/05/2017;0.476375447
25/05/2017;0.680723465
25/05/2017;0.61024776
25/05/2017;0.17831438
25/05/2017;0.685403502
25/05/2017;1.753431408
25/05/2017;1.792116041
25/05/2017;1.436838771
25/05/2017;1.145497574
25/05/2017;1.374962675
25/05/2017;1.366936161
25/05/2017;0.819774151
25/05/2017;0.696879226
25/05/2017;0.611742141
25/05/2017;0.969624876
25/05/2017;1.650560879
25/05/2017;1.753910597
25/05/2017;1.80275798
25/05/2017;1.72613226
25/05/2017;1.739316906
25/05/2017;1.788765023
25/05/2017;1.859729998
25/05/2017;1.825973877
25/05/2017;1.57796381
25/05/2017;0.855312164
25/05/2017;0.537225992
25/05/2017;0.71622182
25/05/2017;1.044697647
25/05/2017;0.94783223
25/05/2017;0.79610756
25/05/2017;1.24463445
25/05/2017;1.65896024
25/05/2017;1.860345804
25/05/2017;1.819989849
25/05/2017;1.638416046
25/05/2017;1.239620412
25/05/2017;1.46407332
26/05/2017;1.591491068
26/05/2017;1.29255197
26/05/2017;1.03781499
26/05/2017;0.767584997
26/05/2017;0.445641726
26/05/2017;0.61646958
26/05/2017;0.83822012
26/05/2017;1.174443388
26/05/2017;1.170834174
26/05/2017;1.374589231
26/05/2017;1.647588739
26/05/2017;1.723439885
26/05/2017;1.75471033
26/05/2017;1.460457445
26/05/2017;1.485450715
26/05/2017;1.23411908
26/05/2017;1.30236046
26/05/2017;1.68232725
26/05/2017;1.80730189
26/05/2017;1.84808254
26/05/2017;1.89434171
