ETH,LTC,XRP,reversed_USDT,ETC,DASH,XMR,XEM,FCT,GNT,ZEC
0.14437777,0.06092724,0.10408884,0.37007442,0.10215504,0.25852907,0.26016393,0.02162015,0.17616403,0.33203262,0.16986665
0.24555409,0.09162396,0.0939484,0.3459884,0.14914048,0.24049622,0.25636262,0.01001396,0.15283838,0.24107763,0.17295551
0.31860164,0.11052533,0.06740742,0.31250727,0.14161693,0.26219004,0.2536976,0.01593213,0.1822425,0.1522577,0.18302105
0.30267042,0.0773074,0.06089016,0.30408463,0.17017664,0.2311197,0.28601,0.04803651,0.21740985,0.12934385,0.17295052
0.21617289,0.0542342,0.04505393,0.3301711,0.3033388,0.17395177,0.33882838,0.03547707,0.18459837,0.11670264,0.20147069
0.17066818,0.08275642,0.01336644,0.26523504,0.4534541,0.176158,0.28078863,0.00599172,0.19471855,0.11541292,0.24144995
0.17451353,0.09710176,0.03479848,0.28588942,0.36743882,0.24513331,0.2659608,0.02929454,0.17781402,0.06784772,0.25420743
0.22667521,0.16905648,0.03780018,0.28868598,0.26106137,0.22482929,0.22568256,0.02762483,0.16924942,0.12723915,0.24209525
0.22502019,0.1318664,0.04095406,0.30970186,0.32576483,0.2526633,0.14824073,0.01818494,0.21646833,0.09618063,0.23495442
0.27958548,0.09132574,0.08620019,0.3425344,0.29447487,0.26959366,0.13250434,0.02754125,0.15395801,0.10242463,0.21985722
0.3473187,0.13932267,0.07479656,0.30735713,0.2624821,0.23736544,0.07825779,0.07738709,0.13430743,0.11811921,0.22328593
0.33259943,0.17235066,0.1452479,0.2652432,0.2460629,0.22914946,0.08757443,0.0799453,0.1311795,0.13553552,0.17511153
0.22784056,0.2143935,0.17456518,0.16735306,0.21723704,0.19493777,0.09279277,0.36974204,0.16965486,0.11696237,0.05452083
0.22732466,0.15269543,0.1212493,0.15669052,0.21442479,0.20131323,0.09722179,0.5205727,0.1281283,0.12089276,0.0594864
0.23571813,0.07448588,0.21617141,0.20030986,0.26525006,0.2045815,0.22341067,0.24704461,0.15145034,0.11116987,0.07040744
0.2925978,0.06480342,0.1454161,0.20336854,0.3059715,0.10111427,0.26127785,0.34631392,0.08439363,0.0810314,0.1137112
0.27911222,0.09119288,0.06055333,0.22037184,0.25235078,0.06780551,0.22363949,0.48004177,0.08284856,0.12175824,0.12032503
0.19804738,0.08333635,0.04052366,0.211845,0.18830028,0.03894864,0.26282346,0.50575876,0.06576937,0.23396878,0.17067805
0.16725397,0.08279467,0.07095771,0.19346295,0.19966619,0.05777762,0.22901712,0.4583412,0.06146841,0.22789682,0.25136304
0.19309962,0.16498174,0.06684823,0.17061342,0.24764046,0.10199692,0.19476786,0.4036781,0.08034466,0.18816546,0.18786314
0.18146881,0.2393817,0.02756374,0.14368294,0.28036135,0.12573789,0.16180949,0.3926157,0.07991244,0.27664566,0.09082007
0.1772304,0.3060591,0.0072151,0.1618899,0.2811166,0.28112948,0.12140682,0.14544663,0.13475394,0.25715503,0.12659685
0.18895276,0.21466726,0.01971246,0.2019137,0.2629105,0.21239547,0.10519192,0.05400469,0.14600943,0.34231377,0.25192776
0.19452573,0.19994412,0.13966152,0.17099388,0.20114367,0.15613955,0.0488046,0.20232762,0.14201708,0.31499335,0.2294488
0.27718583,0.21367885,0.07769329,0.23066063,0.18463042,0.17925945,0.05846906,0.09332036,0.12474362,0.31688538,0.24347287
0.24617667,0.18822962,0.11251629,0.22752513,0.11809658,0.2803442,0.07372162,0.11600871,0.10901232,0.27287555,0.25549302
0.285893,0.10074182,0.09832465,0.26305565,0.1869779,0.15333426,0.07561739,0.26014227,0.0261389,0.2756011,0.2741729
0.31203228,0.09741434,0.08149278,0.27234113,0.23430167,0.19729125,0.20377381,0.1586868,0.05343275,0.17547181,0.21376096
0.28286064,0.32437,0.0460158,0.14381126,0.17198335,0.13447808,0.31088868,0.16864403,0.10067851,0.1830219,0.13324742
0.14466596,0.29966766,0.04352011,0.16474234,0.17373994,0.19975498,0.22781429,0.16828664,0.13975927,0.2718858,0.16616273
0.10069969,0.47847545,0.08491126,0.0942537,0.14442873,0.11402981,0.21811768,0.2138161,0.20731041,0.18503042,0.15892647
0.25187975,0.38479078,0.13767718,0.01175873,0.18643539,0.16504946,0.21186182,0.23591071,0.18037397,0.09636857,0.13789347
0.10035212,0.17315298,0.20725438,0.02663818,0.18589789,0.20686221,0.29486972,0.07102485,0.34009218,0.14835355,0.24550177
0.15987678,0.10991471,0.22699247,0.09409451,0.16909623,0.23807536,0.28859636,0.03467928,0.34820732,0.10294305,0.2275239
0.15519787,0.10056918,0.28460342,0.07840258,0.15679117,0.28135046,0.20807143,0.06640451,0.2553593,0.1838814,0.22936891
0.1254875,0.08787533,0.263357,0.10205234,0.12766193,0.4158253,0.21668859,0.11751643,0.23868774,0.1522633,0.15258427
0.16327624,0.14718853,0.09157534,0.17915225,0.22392859,0.2750279,0.21206026,0.08687329,0.25469372,0.1783769,0.18784702
0.18241316,0.26771683,0.05327961,0.13015237,0.3633813,0.20416373,0.18123059,0.05057427,0.21988794,0.202969,0.14423107
0.17376764,0.1441912,0.11045469,0.15305747,0.3420815,0.2633542,0.20951624,0.03715128,0.15734209,0.21773905,0.19134465
0.1512767,0.11469474,0.3972609,0.16172206,0.2236842,0.17364347,0.17594117,0.03784201,0.11723763,0.23138855,0.21530876
0.17492847,0.0677722,0.29572505,0.24179134,0.16071424,0.13896964,0.15002804,0.03729503,0.15784492,0.4055326,0.16939844
0.1768044,0.10614453,0.2674506,0.30271462,0.23875551,0.09489524,0.12024815,0.04090706,0.10623303,0.34343565,0.20241131
0.11226183,0.07012127,0.06933276,0.4337461,0.22243173,0.2508913,0.1772775,0.09200072,0.10694827,0.20201945,0.26296893
0.12129837,0.08634727,0.0494751,0.338698,0.16603921,0.25781384,0.14092612,0.11005167,0.15016681,0.28500456,0.29417893
0.16632076,0.10049953,0.07624557,0.25116774,0.20707205,0.18256867,0.16054296,0.1294028,0.1939131,0.28553957,0.24672724
0.18501587,0.14393312,0.06695912,0.19013925,0.23949043,0.1626586,0.1559741,0.24176134,0.20257443,0.17538914,0.23610464
0.19847769,0.13250826,0.05389411,0.27569252,0.2696222,0.20341828,0.15348433,0.14699927,0.18868276,0.16563453,0.2115861
0.17271443,0.1988803,0.01293124,0.301877,0.2833001,0.20584416,0.13541703,0.20928842,0.20424072,0.11010692,0.16539979
0.13574576,0.1452647,0.0073705,0.38363728,0.26820078,0.19023724,0.12614895,0.15310708,0.2882098,0.1857521,0.11632586
0.1171042,0.19718158,0.02340744,0.39119142,0.25573665,0.1695945,0.14951739,0.20533425,0.20316704,0.16428414,0.12348138
0.12843183,0.1558448,0.01898392,0.40961936,0.25328937,0.17962517,0.18258196,0.2489367,0.13621859,0.12182269,0.16464542
0.16830678,0.10738361,0.0119967,0.450323,0.2933859,0.17753732,0.21399082,0.06585271,0.1131248,0.17754377,0.22055425
0.19706312,0.14185996,0.01814225,0.44269574,0.33614406,0.13073787,0.13002242,0.08066041,0.13148509,0.24212979,0.14905892
0.26174712,0.13438964,0.08811991,0.39547557,0.3788713,0.14537305,0.09540036,0.12300619,0.12643076,0.1503678,0.10081804
0.29545617,0.23446806,0.0720774,0.32562166,0.3820148,0.17376362,0.11768585,0.1383004,0.08081838,0.08204678,0.0977466
0.28723726,0.25209448,0.10172064,0.2087359,0.35239998,0.22072363,0.1560991,0.14775813,0.06677737,0.07024848,0.13620453
0.23458429,0.24999437,0.14909977,0.1465367,0.2063576,0.19699682,0.16914174,0.28718305,0.04522642,0.08432551,0.2305535
0.2562111,0.22520939,0.20984578,0.15489003,0.17758569,0.16268446,0.18811673,0.16313595,0.09160492,0.14776863,0.22294721
0.28420857,0.21068723,0.13319063,0.1472962,0.20673871,0.16997951,0.21279864,0.13360715,0.13410142,0.13056567,0.23682602
0.3205536,0.20796213,0.12687932,0.15792646,0.21817161,0.14971296,0.23555401,0.09921086,0.13472785,0.1632276,0.18607324
0.27302027,0.31957743,0.16378303,0.13868836,0.17437506,0.14940144,0.22973955,0.08503485,0.14393607,0.13404602,0.18839772
0.1959468,0.2311673,0.14302318,0.13494033,0.13278899,0.1999827,0.2431612,0.13540749,0.20551506,0.1881145,0.18995221
0.19132625,0.20234498,0.39205143,0.12843248,0.12067647,0.17186527,0.1737042,0.13065322,0.13680594,0.14065894,0.21148056
0.21343009,0.1954052,0.21179664,0.16267067,0.16285539,0.18000439,0.1990074,0.14688364,0.11729608,0.20163764,0.20901234
0.19418152,0.12045787,0.1539273,0.20311464,0.20167896,0.20490888,0.1642725,0.17664285,0.12679622,0.215837,0.2381818
0.18362713,0.12599282,0.11623108,0.2279878,0.23092705,0.16411544,0.1868058,0.12231527,0.15293682,0.20247933,0.28658104
0.18580711,0.12609321,0.06797925,0.23128785,0.253418,0.15000351,0.17897922,0.13868745,0.15318075,0.21015702,0.3044063
0.22767617,0.17309032,0.12225437,0.22490524,0.21863936,0.14569218,0.20556003,0.16615196,0.11864202,0.14386359,0.25352454
0.1963834,0.17461507,0.11567003,0.23941092,0.21268035,0.12374884,0.25116432,0.20604803,0.11655612,0.11242429,0.2512985
0.1405822,0.16798167,0.13578685,0.216947,0.2143222,0.15228158,0.27907816,0.13132352,0.15772924,0.15171045,0.25225693
0.12459167,0.16007106,0.13933712,0.19491452,0.19196147,0.1274128,0.22326268,0.18565486,0.18895654,0.18089816,0.28293872
0.12926221,0.17912664,0.13900621,0.17845245,0.21412577,0.1362565,0.19488008,0.18029824,0.2644504,0.1595609,0.22458044
0.12700152,0.1865764,0.08795142,0.17857215,0.21436587,0.22411895,0.19894506,0.23717415,0.20065422,0.1805641,0.16407593
0.12767053,0.21037792,0.09968474,0.20772557,0.2237476,0.2172018,0.25152588,0.11868105,0.16480438,0.20629978,0.17228052
0.14414337,0.17486185,0.08569534,0.19336769,0.2653666,0.2001496,0.30282533,0.15870808,0.06369953,0.21379086,0.1973915
0.19104901,0.14951342,0.1101411,0.21768975,0.21454056,0.19910832,0.307297,0.16197677,0.02333568,0.22431996,0.20102812
0.28151134,0.10566546,0.1339012,0.17332035,0.24927302,0.18233795,0.3901873,0.10903711,0.02817008,0.17755815,0.16903791
0.18221527,0.14996855,0.14245802,0.18565787,0.21075143,0.25911993,0.2835646,0.13367462,0.04066392,0.21189371,0.20003195
0.17717095,0.17363416,0.108167,0.23100263,0.18117258,0.26566646,0.25971088,0.16712318,0.0519077,0.18502483,0.1994195
0.21311998,0.12137445,0.09985704,0.301905,0.16687764,0.322985,0.18473326,0.2026809,0.07566284,0.12428927,0.18651448
0.23633845,0.16550806,0.10470527,0.36707455,0.1649361,0.29646423,0.19486406,0.1020619,0.04070131,0.1186543,0.20869131
0.2615888,0.18530294,0.09933546,0.37800643,0.15997773,0.26143917,0.199203,0.08763632,0.03532241,0.13499048,0.19719715
0.23509909,0.20786041,0.09789889,0.27814957,0.19423154,0.24831225,0.21499759,0.08427621,0.10115691,0.19818033,0.13983677
0.22218879,0.17342573,0.14277317,0.29914114,0.19805877,0.28295118,0.24259451,0.08242881,0.09855826,0.07776995,0.18010943
0.23846196,0.12810704,0.10629018,0.28833324,0.25877002,0.33541983,0.16467634,0.07181317,0.09752936,0.11105131,0.19954742
0.19560814,0.10197864,0.17988844,0.21753886,0.24327208,0.41787997,0.1523578,0.11363007,0.10633671,0.087438,0.18407115
0.16768539,0.11022422,0.13604075,0.22930412,0.23954718,0.43532208,0.16888134,0.22884361,0.11865572,0.06399836,0.10149703
0.16433495,0.05232143,0.17888272,0.226972,0.27178207,0.36421356,0.18203585,0.33014533,0.06778908,0.11989956,0.04162352
0.15865351,0.02037671,0.16446018,0.306303,0.3140522,0.2663131,0.15822078,0.2576129,0.16438179,0.1576376,0.03198799
0.1381251,0.04149729,0.13739803,0.27610388,0.46384093,0.16060734,0.18620935,0.18613833,0.14938161,0.19567123,0.06502677
0.15470515,0.07087094,0.15008444,0.3076204,0.31916153,0.21294549,0.16506232,0.10919239,0.206032,0.21199033,0.09233462
0.19365445,0.07607029,0.08969375,0.2749179,0.27943903,0.17055525,0.12770759,0.1401537,0.32831207,0.20129618,0.11819945
0.13830157,0.1028674,0.05106652,0.23079658,0.24246536,0.15173876,0.09824648,0.09357434,0.48731944,0.25642732,0.1471957
0.13203783,0.14541265,0.08416592,0.21310791,0.1016663,0.13947704,0.10861675,0.08737428,0.58321977,0.2458351,0.15908585
0.18671633,0.12873043,0.14516072,0.22379991,0.05807395,0.19449118,0.14073941,0.08286909,0.32399017,0.31421316,0.20121536
0.22587943,0.10556672,0.14319044,0.21560104,0.09558374,0.11734127,0.12343529,0.09353869,0.18414585,0.3900971,0.3056201
0.23469937,0.11009268,0.1261273,0.21863791,0.13052577,0.10966013,0.15030733,0.09348758,0.14859276,0.26415455,0.4137141
0.24759288,0.04841107,0.14297362,0.19478393,0.16418695,0.1156176,0.1357357,0.19827293,0.0965093,0.23890656,0.4170091
0.25719923,0.01883062,0.16932456,0.17989747,0.16056877,0.11838832,0.10424026,0.18798228,0.07190373,0.19141588,0.54024833
0.2576487,0.02998854,0.2540474,0.16291782,0.17415337,0.1169652,0.15835416,0.14772426,0.1179334,0.18189847,0.39836818
0.24733883,0.1381285,0.18031819,0.16331612,0.19182657,0.14095147,0.21152665,0.13330618,0.09724487,0.21114933,0.28489277
0.25360465,0.12535678,0.23093608,0.18983717,0.16973682,0.16189173,0.22388515,0.18188095,0.12397905,0.23393744,0.10495388
0.2577271,0.09151638,0.14398839,0.17982335,0.15871897,0.17768972,0.22012214,0.19339977,0.2220937,0.26357132,0.09134827
0.23968233,0.14239386,0.14440276,0.17990282,0.16431156,0.1953747,0.14851221,0.15198714,0.22068277,0.2943693,0.1183801
0.23423545,0.21046008,0.10125063,0.20061451,0.18897174,0.21865194,0.16122873,0.15074448,0.18196231,0.21641102,0.13546842
0.20976913,0.29096022,0.07367873,0.20094384,0.2309367,0.21404971,0.16641521,0.13773932,0.17633565,0.15697563,0.14219514
0.23208424,0.2815154,0.07505068,0.21136269,0.19416864,0.14615385,0.20418642,0.14480367,0.13391894,0.16271526,0.21403943
0.24500479,0.22441904,0.04883609,0.19431777,0.23234802,0.1492016,0.14080368,0.17726783,0.15092206,0.17678365,0.26009488
0.2256113,0.12554717,0.08888935,0.19084378,0.2530228,0.16300958,0.16042572,0.20084855,0.1063353,0.20253119,0.28293464
0.19406061,0.10295735,0.04287769,0.16560462,0.26074642,0.21674436,0.14742193,0.34007743,0.09818825,0.14565107,0.28566962
0.18129401,0.11983167,0.00500841,0.15481305,0.3654083,0.18908203,0.16101113,0.24920963,0.08553585,0.24005921,0.24874565
0.21021622,0.13388433,0.00381397,0.21326657,0.36166355,0.14130217,0.13260649,0.15646754,0.10329197,0.23595968,0.30752644
0.2353037,0.2062232,0.01369151,0.281358,0.30903494,0.14603345,0.18591808,0.03190198,0.05950181,0.22093987,0.31009242
0.24215925,0.21878727,0.00405327,0.36056238,0.23428704,0.217585,0.15991865,0.01467467,0.01440877,0.29159215,0.24196996
0.21453145,0.29579854,0.00163417,0.30374625,0.27772388,0.08536401,0.11831835,0.02068017,0.05115258,0.4610178,0.17003137
0.18855934,0.26893136,0.00449243,0.25464678,0.17532974,0.12731703,0.2135256,0.03556656,0.02784228,0.43518943,0.26859763
0.19842708,0.43349886,0.0075207,0.2702355,0.19717942,0.21231957,0.23843566,0.05861032,0.03429773,0.12280054,0.22667266
0.19902691,0.43893895,0.05622931,0.2700534,0.21871509,0.21731292,0.26128134,0.00284477,0.16049373,0.06870476,0.106397
0.15434743,0.385633,0.02981526,0.2602653,0.22656274,0.2651102,0.3204531,0.00770541,0.17223693,0.10528373,0.07258514
0.19055107,0.30607367,0.02768864,0.30501184,0.2535732,0.12822944,0.29770255,0.02272568,0.15342897,0.16697307,0.14803976
0.17761467,0.28485787,0.0508405,0.30821872,0.23664019,0.1417489,0.2822349,0.03079982,0.13383374,0.20080367,0.1524051
0.21763998,0.21789917,0.16895045,0.2842521,0.17914054,0.14724462,0.2056522,0.05215097,0.09951065,0.1823396,0.24521783
0.25015223,0.23474093,0.16394562,0.2574621,0.08663733,0.21480933,0.2474969,0.0037037,0.18734358,0.20906144,0.1446448
0.2026025,0.28194425,0.39542398,0.20597248,0.07060117,0.11428334,0.2144657,0.00548743,0.22682701,0.18728665,0.09510379
0.22393033,0.19112429,0.47590414,0.18675388,0.06210995,0.10692409,0.12329019,0.01810076,0.28838408,0.23924851,0.08422844
0.29320377,0.17641611,0.32393473,0.1950686,0.11159262,0.15477268,0.105969,0.02262804,0.28915787,0.21265928,0.11459577
0.29042706,0.16602886,0.21237886,0.24383608,0.17179719,0.1199864,0.15308371,0.00284865,0.33349425,0.2022224,0.10389445
0.26565018,0.14462586,0.16454752,0.3207588,0.25748584,0.08302677,0.2243695,0.01544589,0.21286315,0.21560782,0.09561665
0.27415356,0.11600269,0.14465958,0.30858734,0.3223548,0.0765283,0.23948887,0.01509498,0.1563275,0.2456011,0.10119922
0.2845116,0.11969517,0.1279455,0.26097745,0.3851608,0.0878231,0.20752361,0.02652656,0.18038149,0.18960476,0.12984811
0.28169113,0.13107577,0.17632994,0.23348829,0.37727383,0.15071027,0.08162372,0.06788588,0.17974052,0.15373172,0.1664476
0.26548654,0.16269374,0.24507825,0.23905881,0.2811589,0.21314384,0.01699512,0.08822842,0.18325219,0.13893177,0.16597095
0.29688784,0.19715565,0.01845954,0.25613356,0.21844839,0.19731891,0.01491988,0.22912326,0.1606053,0.20439959,0.20654641
0.34596592,0.23669404,0.01044627,0.26377848,0.27278465,0.09877552,0.01259056,0.13527046,0.1376966,0.28654733,0.19944794
0.32079607,0.21067432,0.01058533,0.27125412,0.29243487,0.02098821,0.03213691,0.21215905,0.12752284,0.23844996,0.26299632
0.38010472,0.22272018,0.02877093,0.30931604,0.28500962,0.0834064,0.07302891,0.05190995,0.10015262,0.22198267,0.24359573
0.39791033,0.1440751,0.03583489,0.24590035,0.25303096,0.04803495,0.03575508,0.06186224,0.25555792,0.28542954,0.2366073
0.40165132,0.05436786,0.02546917,0.22810797,0.24472503,0.09311438,0.07707287,0.09087034,0.18657692,0.32297114,0.27507147
0.2915002,0.07474303,0.08632851,0.14775753,0.22573908,0.10807224,0.12633239,0.33378747,0.045975,0.3740582,0.18570524
0.08770482,0.02672235,1.0702134,0.03024472,0.05497218,0.06051416,0.06381337,0.35946187,0.12156952,0.08924703,0.03553572
0.08118079,0.09813906,0.41917953,0.08431989,0.18327275,0.22193648,0.35221785,0.21398859,0.1274598,0.1155719,0.10273279
0.18231726,0.13882168,0.08263358,0.2207988,0.24349561,0.22638007,0.17020178,0.10846493,0.15828884,0.19846107,0.27013546
0.19192095,0.1905684,0.04292754,0.2228812,0.3211124,0.22647268,0.21861154,0.12104326,0.0758791,0.12088453,0.2676973
0.24302213,0.15740056,0.01849879,0.20953973,0.30838525,0.3778451,0.08224293,0.04552189,0.15764573,0.161879,0.23801821
0.14879422,0.50501066,0.02329454,0.13734914,0.20410697,0.32823834,0.11176164,0.00468152,0.10557954,0.26327696,0.16790597
1.18E-01,2.83E-01,1.81E-02,1.69E-01,1.68E-01,3.00E-01,1.41E-01,4.73E-04,9.44E-02,5.77E-01,1.33E-01
0.14316969,0.15391186,0.08585017,0.28846973,0.20884217,0.28487742,0.26035678,0.00413268,0.08178299,0.21093668,0.27766055
0.21994893,0.10923312,0.09535989,0.39293537,0.19227512,0.23581551,0.23086837,0.00428717,0.03763866,0.17827098,0.3033556
0.22491166,0.13791357,0.02035006,0.33314937,0.21832973,0.2693792,0.22091554,0.01192511,0.03777157,0.2543256,0.27101803
0.26611468,0.12256782,0.0010117,0.24938342,0.2140201,0.1794769,0.11934345,0.00558567,0.06632993,0.42498165,0.3511729
0.17646022,0.15602736,0.00211825,0.31492075,0.25646666,0.29013965,0.2017104,0.0010468,0.02167014,0.24521,0.33421564
0.24776344,0.2394376,0.0006079,0.28425458,0.25936332,0.28371188,0.19439426,0.00092106,0.03532695,0.16918606,0.2850179
4.07E-01,2.75E-01,2.33E-04,2.31E-01,3.00E-01,1.90E-01,1.66E-01,5.80E-04,4.83E-02,1.34E-01,2.49E-01
0.33864766,0.22678816,0.01185061,0.19662249,0.40091178,0.15238939,0.18786666,0.07658499,0.11177386,0.08314444,0.21341096
0.237583,0.14574607,0.02061221,0.29982993,0.3344124,0.11490583,0.20176142,0.28886935,0.17728321,0.0651992,0.11378851
0.21192834,0.23027255,0.02822616,0.41321144,0.2566662,0.20858061,0.18839017,0.05249678,0.16945165,0.04285667,0.19790775
0.20453437,0.13545921,0.04627318,0.5182382,0.21488848,0.22842191,0.05146671,0.06614611,0.11833726,0.06896169,0.3472604
0.21992369,0.16597736,0.08132453,0.45627216,0.18091568,0.21029462,0.04183809,0.14466892,0.19642146,0.07072581,0.23162651
0.20870103,0.19211115,0.15128297,0.39592257,0.17811827,0.19236049,0.05051085,0.09878176,0.20852554,0.1477196,0.17595617
0.17341648,0.12472818,0.06106668,0.35101587,0.20873699,0.18597066,0.06907102,0.17308769,0.24634433,0.25637066,0.15018196
0.21871121,0.16068661,0.02304601,0.40106866,0.21814087,0.18582928,0.07945057,0.07206967,0.23796912,0.27251777,0.13049933
0.2406978,0.13512665,0.02130057,0.338849,0.21730308,0.22994982,0.13775736,0.03103231,0.1770156,0.27075648,0.20019966
