ETH,LTC,XRP,reversed_USDT,ETC,DASH,XMR,XEM,FCT,GNT,ZEC
0.05239458,0.04409777,0.08512204,0.17922305,0.14581461,0.2733002,0.20129073,0.08831663,0.6228639,0.11924353,0.18833278
0.04005229,0.27900928,0.5025123,0.06035196,0.12941325,0.1503845,0.12948583,0.14746286,0.27470353,0.09759312,0.18903066
0.08227374,0.2837942,0.5087492,0.08578742,0.14916274,0.1474958,0.12252393,0.12243141,0.15464918,0.11117907,0.2319532
0.10996033,0.39650685,0.31384945,0.03098451,0.15106243,0.20342952,0.16613129,0.0536454,0.16738574,0.25137737,0.15566693
0.1314232,0.22709191,0.33114362,0.06525008,0.16007929,0.13026373,0.25170273,0.11483243,0.11933215,0.3015856,0.16729513
0.10937223,0.10683291,0.64661175,0.08799376,0.11226401,0.12864947,0.2950697,0.14064743,0.1001946,0.13177821,0.14058574
0.12724148,0.10436576,0.15801485,0.16065022,0.161738,0.26922023,0.24516426,0.17091672,0.1378025,0.2786194,0.18626657
0.02621025,0.09186149,0.06953299,0.22312433,0.15113829,0.41343838,0.2682363,0.19048105,0.1925177,0.20447019,0.16898878
0.02987784,0.10962933,0.02374911,0.2918819,0.17508966,0.24694046,0.32633156,0.11815519,0.2596824,0.26087084,0.15779158
0.06328432,0.21109241,0.04421279,0.41559446,0.05415638,0.30216494,0.18095684,0.10156646,0.09244064,0.34857732,0.18595329
0.10039446,0.09481327,0.04881761,0.5455254,0.05802523,0.2541607,0.14618067,0.07400648,0.11829269,0.36202157,0.19776167
0.09707862,0.06866831,0.07111669,0.46303374,0.04314087,0.2473322,0.1722611,0.03049615,0.11990949,0.5300452,0.15691733
0.15852828,0.04245187,0.12796013,0.40084082,0.07810775,0.21753718,0.25799596,0.01169574,0.14847656,0.4361838,0.12022163
0.32729134,0.08608118,0.07971754,0.37531865,0.14236146,0.2055063,0.24830434,0.00326771,0.12163682,0.28057253,0.1299419
0.4241943,0.10240178,0.04341526,0.3499018,0.12801555,0.24890718,0.23522946,0.00584793,0.17690201,0.14066409,0.14452043
0.35528415,0.05824864,0.03356097,0.33725125,0.1656276,0.23263246,0.2937207,0.03106997,0.23482849,0.11725148,0.14052397
0.20778595,0.03718369,0.02423339,0.39231744,0.34474683,0.15417916,0.3678164,0.019422,0.16924547,0.10481147,0.17825767
0.15191896,0.06936994,0.00486036,0.28829262,0.5638018,0.15501697,0.2681387,0.00129877,0.17432949,0.09675989,0.22621183
0.15468438,0.0862115,0.02109377,0.32239237,0.42209563,0.2624974,0.2619492,0.01548177,0.15922181,0.04663108,0.24774094
0.23043199,0.18021663,0.02274269,0.32786617,0.25474796,0.23495355,0.21337749,0.012582,0.16217616,0.11700734,0.24389772
0.23419118,0.11452033,0.02481196,0.36295772,0.35172895,0.25863633,0.11851176,0.00732534,0.22762406,0.06919958,0.23049267
0.34083715,0.06738804,0.07367887,0.41036344,0.32351902,0.2676364,0.10060418,0.01230152,0.13028438,0.07235668,0.20103006
0.4496034,0.10385777,0.04734467,0.35465488,0.278272,0.23225497,0.04981003,0.05006281,0.11744768,0.09958002,0.21711148
0.42807752,0.13145481,0.12225436,0.2914695,0.26613316,0.22763403,0.06672081,0.05300891,0.12076554,0.12834355,0.16413762
0.2368521,0.18599956,0.14099666,0.1487473,0.22350746,0.17707357,0.07380257,0.50538516,0.17345864,0.10037445,0.03380217
0.2104559,0.1105949,0.07543183,0.12507114,0.1986227,0.17089461,0.07541429,0.7925422,0.10768159,0.09357825,0.0397125
0.23279744,0.05054939,0.21286471,0.18334554,0.27977872,0.18214509,0.25892088,0.31738174,0.14055015,0.0838409,0.05782531
0.31449255,0.04406957,0.10999205,0.19370522,0.34010592,0.07161143,0.295937,0.4039505,0.06485046,0.05531887,0.10596573
0.33611038,0.07643413,0.03454921,0.21141526,0.26434493,0.04341052,0.20498261,0.56826836,0.05871663,0.09193725,0.10983025
0.20958127,0.07121211,0.0198035,0.18567444,0.1736754,0.02211879,0.25362334,0.583645,0.04470761,0.26115066,0.17480734
0.15146592,0.07468703,0.0522383,0.14356488,0.18073341,0.03752564,0.19484179,0.6116909,0.0384789,0.22853903,0.2862337
0.17395896,0.18737331,0.04550992,0.11559334,0.24040219,0.08627507,0.15570398,0.61029273,0.05761009,0.15363073,0.17364931
0.14875413,0.26126492,0.01165421,0.09565642,0.27735755,0.11470386,0.11995897,0.5768776,0.0558323,0.2797409,0.05819876
0.14391819,0.36648878,0.00205877,0.12209985,0.27734292,0.35850474,0.0897342,0.15437931,0.12655999,0.2463551,0.11255749
0.15987612,0.21817495,0.01014476,0.17419656,0.24932525,0.23582958,0.07944146,0.03796406,0.14060664,0.37669936,0.31774068
0.15895978,0.18562035,0.19216019,0.13905343,0.16396129,0.14079618,0.02806813,0.26058897,0.12221436,0.33487743,0.27369982
0.25158644,0.21023561,0.10366763,0.21985568,0.15098462,0.17288166,0.04250164,0.10267232,0.10580952,0.33836836,0.30143595
0.25878283,0.15171678,0.08590846,0.26231018,0.0975474,0.2920616,0.04505316,0.11582405,0.07593841,0.30968234,0.30517438
0.29540414,0.05718615,0.08569868,0.28824207,0.1728904,0.13091637,0.05615328,0.32158545,0.01136514,0.27976945,0.30078837
0.32087627,0.06684776,0.0734518,0.28522134,0.23025523,0.19455597,0.24458705,0.16247143,0.04350248,0.14802846,0.23020166
0.27612987,0.3859818,0.03266749,0.11817628,0.14451064,0.10757816,0.41217533,0.15525389,0.10418722,0.15185831,0.11148061
0.11801375,0.35832444,0.01935966,0.157396,0.1591208,0.17581852,0.2604284,0.14920443,0.151353,0.28263196,0.16834867
0.0634734,0.68642926,0.05120251,0.06085159,0.10160021,0.072578,0.20527409,0.23176634,0.23045802,0.14304498,0.15332091
0.26263672,0.4955702,0.11956142,0.00356549,0.14251286,0.14270271,0.21719842,0.25360832,0.17591614,0.05326881,0.13345878
0.0663758,0.14376864,0.21093701,0.01386993,0.13895307,0.18641205,0.34523186,0.04371569,0.43193716,0.11845861,0.30033994
0.1410835,0.0832989,0.20569776,0.09471066,0.12563024,0.22397979,0.33789733,0.01535154,0.42104167,0.07191478,0.27939355
0.12470829,0.08786181,0.34141654,0.07078907,0.12523317,0.31118837,0.24552317,0.03132104,0.28327972,0.14381789,0.23486057
0.09544919,0.07260118,0.31081122,0.10411745,0.09253477,0.50465614,0.2528825,0.06755619,0.26301137,0.10817873,0.12820107
0.13979916,0.13908319,0.09199959,0.19617689,0.18583438,0.33190033,0.22830044,0.05619083,0.32176492,0.13913095,0.16981907
0.16726637,0.2706202,0.0635092,0.14762332,0.32552373,0.23113927,0.16850817,0.03197173,0.31043687,0.15579288,0.12760828
0.156203,0.12839207,0.18165612,0.17419058,0.31792256,0.31178883,0.20842235,0.02582454,0.17158946,0.17484032,0.14916997
0.12319654,0.07662269,0.68526095,0.178922,0.17036618,0.16834925,0.15893753,0.02520769,0.10155271,0.15572137,0.15586281
0.13597904,0.04212322,0.513773,0.31104666,0.12196198,0.12115005,0.14089079,0.02850493,0.14729056,0.32259944,0.11468025
0.1374789,0.07457197,0.47256055,0.44273221,0.19699329,0.07285952,0.10874397,0.03328278,0.08364832,0.24150307,0.13562503
0.09072126,0.05675697,0.07609509,0.6158635,0.18644784,0.23439564,0.18075763,0.09939978,0.09658038,0.14247054,0.22051121
0.11341491,0.08727027,0.04353694,0.45608413,0.16166618,0.23145157,0.15529089,0.11611687,0.1381233,0.25148574,0.24555884
0.17705368,0.09277404,0.06923082,0.26641536,0.23280723,0.17010595,0.18474902,0.11621787,0.1854629,0.2894792,0.21570364
0.17707884,0.14610739,0.05247556,0.18030642,0.25623384,0.14474382,0.17376582,0.26416293,0.22308056,0.17535396,0.20669077
0.19280554,0.13635917,0.04684666,0.28015932,0.2999051,0.20500726,0.15763608,0.14350957,0.19765884,0.16253826,0.17757405
0.16559076,0.21290599,0.00649542,0.30586156,0.29668537,0.20740677,0.12109612,0.2107051,0.23598662,0.10243828,0.13482785
0.1172068,0.15374018,0.00352698,0.4158926,0.27554545,0.18811293,0.09943342,0.134347,0.3128157,0.20968232,0.08969639
0.10851703,0.20086128,0.01561065,0.44214544,0.2701039,0.1720025,0.12499719,0.2000866,0.19415264,0.16916928,0.10235341
0.12397264,0.14853722,0.01196018,0.44905418,0.28134128,0.18021132,0.16112004,0.23812905,0.11486871,0.126779,0.16402607
0.16468278,0.08836178,0.00777924,0.5454436,0.30379245,0.16329837,0.17648683,0.04861685,0.0944792,0.18976574,0.21729293
0.2034699,0.13184498,0.01206328,0.55316454,0.3347685,0.10660201,0.09459379,0.07029024,0.10006237,0.26670936,0.12643087
0.26963925,0.13023442,0.10373137,0.4797094,0.3889639,0.12776466,0.06847521,0.11929256,0.0870977,0.1497663,0.07532503
0.29381254,0.25527266,0.05718502,0.37506872,0.4079681,0.16587038,0.09325948,0.15048496,0.05629264,0.06621645,0.07856891
0.27141583,0.28514642,0.10156703,0.21254157,0.3496447,0.20206416,0.1566472,0.18844295,0.04825053,0.05652345,0.12775616
0.21461236,0.26845205,0.16756482,0.10805558,0.17107193,0.1654005,0.17075115,0.39250877,0.03535633,0.06873621,0.23748991
0.23860954,0.22787832,0.2586656,0.09981505,0.13936566,0.13725369,0.21297552,0.21392573,0.09736606,0.14275011,0.23139448
0.2602577,0.21814886,0.17093788,0.11392435,0.18685403,0.15647535,0.23403865,0.14140683,0.13745572,0.13074803,0.24975231
0.32721955,0.20922764,0.1364257,0.12221751,0.19759238,0.13114877,0.2688761,0.09851445,0.15368506,0.16017154,0.19492121
0.24046364,0.3556345,0.17164068,0.10018052,0.16123103,0.14398508,0.26547137,0.07985048,0.1596526,0.1263891,0.19550079
0.1684834,0.2259094,0.14078657,0.11233565,0.12407368,0.20686847,0.2681206,0.13740465,0.2271841,0.19941682,0.18941651
0.17718625,0.19802628,0.4190474,0.12053773,0.1142984,0.1670197,0.16970424,0.11049481,0.13170479,0.14754738,0.24443284
0.2118167,0.19617811,0.19722785,0.16775267,0.17191696,0.17563906,0.19549827,0.12215456,0.10604717,0.23353049,0.22223787
0.19609708,0.11186965,0.13145211,0.21452758,0.2233629,0.20124269,0.15392248,0.14730532,0.12032851,0.24410541,0.25578612
0.17661932,0.11417243,0.0982431,0.2576225,0.26024297,0.14951454,0.17924266,0.09203491,0.14321795,0.21530092,0.31378844
0.17458342,0.10472922,0.06281354,0.26383415,0.27600053,0.14194721,0.1636978,0.12787127,0.13610737,0.21715572,0.3312594
0.23446928,0.1624078,0.13503377,0.24616735,0.22426707,0.13431044,0.20595452,0.16351496,0.09458935,0.13857548,0.2607097
0.19290116,0.16911817,0.11664441,0.260415,0.21068624,0.11524325,0.26807332,0.21036018,0.09183158,0.10246936,0.26225728
0.1401697,0.16238151,0.12964171,0.22480544,0.21269543,0.15035203,0.2993234,0.13130005,0.14195621,0.14394878,0.26342544
0.11833321,0.15768367,0.136102,0.19118848,0.18959431,0.11523716,0.22670096,0.1954374,0.19749089,0.17413755,0.298094
0.12357577,0.17477173,0.1341525,0.16257304,0.21536195,0.12823012,0.19042417,0.20767646,0.2903445,0.14137582,0.23151372
0.11461645,0.1846924,0.06922042,0.1583287,0.21669467,0.2273437,0.19458498,0.322463,0.1958054,0.16005516,0.15619487
0.11301056,0.22089876,0.08240541,0.20604564,0.23747757,0.20804782,0.2801459,0.13247097,0.14963417,0.19657414,0.1732889
0.12010163,0.16034448,0.06504331,0.1698201,0.29034305,0.18725587,0.383912,0.1682179,0.04499836,0.21218546,0.19777784
0.1683587,0.1251508,0.08888852,0.20542617,0.2142476,0.1947735,0.3861318,0.17305483,0.01288567,0.22817327,0.202909
0.27451342,0.07342826,0.10326051,0.14901653,0.2589955,0.16815142,0.53497356,0.09956753,0.01790754,0.16358462,0.15660109
0.15377629,0.12433958,0.11457452,0.17260933,0.2164172,0.27797,0.37097445,0.12933859,0.02661813,0.21598996,0.19739166
0.15335932,0.15342136,0.07618789,0.2390857,0.18531014,0.2864758,0.31613114,0.17293638,0.04358279,0.18163858,0.19187053
0.2050228,0.0965637,0.07031359,0.34814277,0.1690594,0.36283797,0.18671955,0.21827228,0.07199477,0.10277467,0.1682982
0.24016334,0.15145122,0.07660139,0.45822886,0.1675255,0.31668988,0.19934939,0.07754427,0.02522598,0.09551616,0.19170366
0.27534062,0.17313392,0.07662576,0.47339067,0.15427485,0.26877877,0.20450108,0.06953844,0.0211476,0.11206802,0.17119977
0.2377338,0.20749356,0.0785139,0.30979493,0.19381663,0.26363963,0.23482162,0.069808,0.10394222,0.1917114,0.10872419
0.20312785,0.14589284,0.11977082,0.33215052,0.18979804,0.33792725,0.3248278,0.0634915,0.08393628,0.04807458,0.15100248
0.22940722,0.10383833,0.0811989,0.31128618,0.25746647,0.43200004,0.17167918,0.05368148,0.08391812,0.0907001,0.18482397
0.17578004,0.0786029,0.16806929,0.21270926,0.22173259,0.59430695,0.14588808,0.09074963,0.08114444,0.06520214,0.16581431
0.14353472,0.08375341,0.10729686,0.2242127,0.20639846,0.6604751,0.15664993,0.22118165,0.08191288,0.04214102,0.07244328
0.1376797,0.03220733,0.15257843,0.21986385,0.24123289,0.55887353,0.17575207,0.31502932,0.03698763,0.10707667,0.02271833
0.12597108,0.00929579,0.1438613,0.3381684,0.32037178,0.37497857,0.15136582,0.24257953,0.13100469,0.14580384,0.01659905
0.10214819,0.02592048,0.11247709,0.31108922,0.5807435,0.18422218,0.18760999,0.15651025,0.1021556,0.18859303,0.04853031
0.13166875,0.0544346,0.12762406,0.36736476,0.36948976,0.26392043,0.14965856,0.07734533,0.1670358,0.209267,0.08219059
0.18069395,0.05896674,0.0592217,0.33169854,0.3423884,0.19020398,0.11003165,0.12243305,0.31649446,0.18158738,0.10628001
0.10885693,0.08574121,0.02650946,0.27273253,0.3000218,0.1546986,0.07876645,0.07086699,0.5233546,0.24759176,0.13085948
0.10719644,0.13120762,0.06098626,0.22762065,0.08506731,0.12782542,0.08625905,0.06672197,0.7433673,0.22719124,0.1365567
0.17788519,0.09941562,0.14165159,0.25797668,0.04102952,0.21968739,0.13250355,0.06723745,0.35728088,0.32434636,0.18098517
0.2322001,0.07675719,0.14312258,0.2508815,0.08701179,0.10794356,0.11040265,0.07731111,0.15662915,0.4308368,0.326903
0.24658385,0.08056904,0.11613854,0.25381604,0.13584758,0.09747294,0.13903145,0.07458102,0.12266862,0.25114146,0.48214906
0.2493489,0.0252733,0.12829702,0.20944645,0.18550122,0.10181703,0.11389664,0.21423018,0.07533365,0.22285762,0.47399762
0.24546526,0.00753868,0.14979541,0.17533311,0.1665539,0.10091606,0.07657516,0.18610577,0.05191524,0.16939113,0.67041
0.24101974,0.01079454,0.28876233,0.15905413,0.1709138,0.10429673,0.13321905,0.12236392,0.08714251,0.1743752,0.50805765
0.2541222,0.11950745,0.16869718,0.17170319,0.189154,0.1390569,0.21346647,0.0919594,0.06355739,0.23861098,0.35016426
0.27759737,0.08964059,0.2534978,0.20819336,0.1537419,0.1743194,0.24117523,0.15616594,0.09210303,0.27174464,0.08182006
0.285974,0.04548492,0.12822914,0.18570815,0.13175413,0.1859137,0.22856177,0.17486309,0.23672199,0.3221111,0.07467737
0.25729603,0.1090333,0.13249569,0.17655033,0.13762715,0.20875293,0.12797956,0.1327213,0.23255402,0.36597607,0.11901326
0.24964069,0.18606365,0.08181559,0.20539898,0.16944648,0.24602269,0.14734857,0.14027312,0.17210962,0.24232492,0.15955533
0.21863627,0.2690339,0.05439713,0.21237567,0.22843936,0.24233715,0.15114424,0.12536368,0.17306243,0.1496263,0.17558335
0.2491094,0.2596828,0.0559446,0.22166729,0.1811765,0.13466,0.20042557,0.1359597,0.11332589,0.1567617,0.29128617
0.27046466,0.16141497,0.02712549,0.20124467,0.24166916,0.14259882,0.11438877,0.1718568,0.13271354,0.17632264,0.36020002
0.23746076,0.06164362,0.06821244,0.18815461,0.2715469,0.15835686,0.14238839,0.19567,0.08094683,0.20903227,0.38658693
0.18243094,0.04557934,0.02035505,0.14453238,0.27736443,0.2344328,0.12043055,0.40918222,0.0690175,0.12530585,0.37136847
0.17172168,0.0874406,0.00146085,0.14095996,0.3999356,0.19193731,0.1559285,0.28582326,0.06987613,0.21952145,0.27539414
0.20508072,0.10756898,0.00114073,0.21139786,0.3951044,0.13742703,0.12875402,0.1657168,0.09941334,0.21296322,0.33543208
0.23180047,0.20353028,0.0069896,0.30592236,0.33626437,0.13923948,0.19349045,0.02233944,0.04881057,0.2032564,0.30835584
0.24439004,0.19171712,0.00104973,0.4114475,0.23748347,0.22621791,0.15961777,0.00832333,0.00588944,0.30314174,0.21072078
1.98E-01,2.65E-01,3.11E-04,3.20E-01,2.97E-01,7.09E-02,1.07E-01,1.65E-02,4.37E-02,5.53E-01,1.28E-01
0.15308002,0.22020492,0.001147,0.24076712,0.15493114,0.10638832,0.21607845,0.02771835,0.0140754,0.56912583,0.29648206
0.17287035,0.4389781,0.0022868,0.27451694,0.18879133,0.22037448,0.24824673,0.05689623,0.02039685,0.11219533,0.26444587
0.17176649,0.4425438,0.04006308,0.2729441,0.21093093,0.22200778,0.2715317,0.00058233,0.2078018,0.05168946,0.1081373
0.11657286,0.39914498,0.01232899,0.24937582,0.21422145,0.28258628,0.34555376,0.0029366,0.22023547,0.09317001,0.06387251
0.16431604,0.30436388,0.00768317,0.31917387,0.24598072,0.10519458,0.29480946,0.01295643,0.16449478,0.19062231,0.19040355
0.1534857,0.26880404,0.01821248,0.33069137,0.22228517,0.12697257,0.27132803,0.02081193,0.12611382,0.2534725,0.20782107
0.20447057,0.18111219,0.09557495,0.2955765,0.14901009,0.13490987,0.17692484,0.04443343,0.07904965,0.20786332,0.43107304
0.24919218,0.21940437,0.07266112,0.25952446,0.05761028,0.23515052,0.2484016,0.00064092,0.19423698,0.24595383,0.21722248
0.20424461,0.32795572,0.26626834,0.21765043,0.05350116,0.10208661,0.2315525,0.00116893,0.24102002,0.23924565,0.11530481
0.25089273,0.19114745,0.3227012,0.19753134,0.05430719,0.09786198,0.10996415,0.0058761,0.33399174,0.34298986,0.0927352
0.35338727,0.16253977,0.15235917,0.20625009,0.12143563,0.16568299,0.0921507,0.0076754,0.31531066,0.2874465,0.13576043
3.27E-01,1.52E-01,8.39E-02,2.63E-01,1.99E-01,1.04E-01,1.44E-01,3.15E-04,3.86E-01,2.43E-01,9.88E-02
0.2604079,0.13536298,0.0711473,0.42644274,0.29956302,0.04962109,0.27154058,0.0047697,0.16808452,0.24363594,0.06942286
0.26302853,0.09009381,0.06382859,0.41187277,0.36676207,0.04361141,0.28042853,0.00287894,0.10400951,0.30249694,0.0709876
0.30448616,0.10332426,0.07068312,0.30886257,0.46761686,0.05544195,0.206963,0.00647808,0.15172091,0.23496395,0.08945791
0.3290165,0.11995363,0.12628084,0.2641625,0.45461428,0.13679291,0.04616921,0.0330231,0.1773192,0.17212413,0.14054206
0.33635977,0.1736015,0.18316399,0.29269966,0.28886065,0.22397333,0.00518315,0.03188004,0.1904575,0.13728087,0.1365382
0.41780165,0.22829628,0.00336151,0.32035795,0.18695869,0.16754395,0.00467806,0.0978036,0.15771452,0.24244049,0.17304182
0.4935273,0.24586385,0.00176391,0.3086519,0.2464592,0.0457393,0.00341714,0.02863046,0.11086011,0.38693833,0.128147
0.48257247,0.1806016,0.00190533,0.32868686,0.31126928,0.00484197,0.01596657,0.05463881,0.10045973,0.3099505,0.20910549
0.61453605,0.15888363,0.00891633,0.37344372,0.29446644,0.04258941,0.04323485,0.00611383,0.05477378,0.24021092,0.16282962
0.651084,0.07253893,0.01216096,0.23759301,0.23929393,0.01918699,0.01106947,0.01438641,0.28606433,0.3028284,0.1537924
0.722616,0.01613616,0.00521376,0.20779885,0.23094256,0.0533171,0.02734257,0.02418992,0.18065107,0.34044883,0.19134203
0.55046004,0.04738494,0.03282522,0.12401253,0.25019705,0.0803773,0.06289182,0.2189303,0.02132379,0.49202886,0.11956734
0.07879835,0.00881419,1.4296823,0.01007984,0.03063912,0.02513268,0.01750392,0.19187383,0.1372014,0.06060654,0.00966714
0.07397446,0.09590843,0.38905755,0.07730249,0.25351924,0.24884535,0.31183758,0.09541942,0.22061534,0.13201264,0.10150721
0.21154955,0.13443266,0.02335252,0.25791666,0.32043317,0.16068076,0.06671803,0.04320196,0.23135646,0.2169359,0.33342156
0.23878302,0.1967903,0.01064182,0.25399032,0.46839985,0.142567,0.10161012,0.07227149,0.08651745,0.11056424,0.31786385
0.32442102,0.13825487,0.00382229,0.19009772,0.39892143,0.2882677,0.0250938,0.01474215,0.25469348,0.15463564,0.20704931
1.39E-01,7.67E-01,7.55E-03,8.21E-02,2.01E-01,1.94E-01,5.94E-02,6.00E-04,1.49E-01,3.01E-01,9.85E-02
6.72E-02,2.84E-01,5.20E-03,8.88E-02,1.20E-01,1.53E-01,1.37E-01,3.55E-05,9.76E-02,9.90E-01,5.67E-02
0.1120848,0.11425449,0.06456629,0.23129046,0.22488014,0.21551159,0.33996946,0.00076512,0.0902649,0.3750908,0.23132133
0.21464814,0.0653066,0.05429806,0.3631272,0.19440654,0.17331159,0.40031856,0.00080035,0.01982445,0.2604376,0.25352007
0.18880127,0.10819428,0.0036579,0.22466768,0.21254562,0.21605586,0.44828522,0.00259198,0.01638763,0.3936878,0.1851241
2.08E-01,8.58E-02,5.51E-05,1.23E-01,1.82E-01,1.14E-01,1.53E-01,7.80E-04,3.44E-02,8.43E-01,2.56E-01
1.06E-01,1.16E-01,2.14E-04,1.95E-01,2.33E-01,2.76E-01,2.96E-01,5.91E-05,8.39E-03,5.24E-01,2.46E-01
2.28E-01,2.61E-01,2.78E-05,1.88E-01,2.48E-01,2.83E-01,2.74E-01,2.82E-05,2.08E-02,2.84E-01,2.14E-01
5.09E-01,2.94E-01,8.71E-06,1.66E-01,3.37E-01,1.34E-01,1.69E-01,1.52E-05,2.74E-02,1.64E-01,2.00E-01
0.45309165,0.21110143,0.00210245,0.11782643,0.62459844,0.09400825,0.17209168,0.02010412,0.08231983,0.0739618,0.1487938
0.29126763,0.10319083,0.00484471,0.23512737,0.6640024,0.05818901,0.20283711,0.20145142,0.1425429,0.04793093,0.04861502
0.21301036,0.21262799,0.00616403,0.3841232,0.49572513,0.18389067,0.22043872,0.00678703,0.10260819,0.02247341,0.15215036
0.22730775,0.08556799,0.00994083,0.57704854,0.37193295,0.19025412,0.0266974,0.0107658,0.04592144,0.04522329,0.40933856
0.30543235,0.1425859,0.02578205,0.58404106,0.2593071,0.22852103,0.02625017,0.05074389,0.10283956,0.0395414,0.23495445
0.29050544,0.19633578,0.06004371,0.5255661,0.22274591,0.22541371,0.04323896,0.03576645,0.12018166,0.13728057,0.14292084
0.19858912,0.1028586,0.01395038,0.45976323,0.2928917,0.1972565,0.05593542,0.14504836,0.14934699,0.2871785,0.09718046
0.22345135,0.14297912,0.0026399,0.5767303,0.30093908,0.20112664,0.06163006,0.03425835,0.13419099,0.23823774,0.08381552
