ETH,LTC,XRP,reversed_USDT,ETC,DASH,XMR,XEM,FCT,GNT,ZEC
0.07898122,0.18230788,0.02057945,0.27498886,0.06321047,0.14892085,0.24484059,0.12539388,0.6424757,0.0996776,0.11862367
0.15635891,0.11706766,0.04879492,0.33120632,0.08582809,0.1540893,0.39179432,0.19546896,0.2860399,0.10466213,0.12868948
0.15059483,0.10812402,0.07914657,0.30933666,0.11598066,0.14256942,0.52333874,0.14711753,0.25689065,0.08990815,0.07699264
0.24134287,0.06590174,0.07455463,0.36898088,0.19489224,0.13255762,0.35498083,0.14507437,0.18449141,0.19603081,0.04119246
0.37954834,0.05332779,0.0133785,0.30939215,0.34183288,0.14992249,0.20710447,0.12610734,0.16952062,0.2055751,0.04429047
0.28797874,0.05337852,0.01074735,0.31854826,0.21099943,0.28235918,0.26068968,0.10909404,0.14534107,0.2304399,0.09042385
0.27828443,0.05094336,0.00577021,0.3267305,0.28548098,0.2963464,0.24669309,0.01178141,0.08671577,0.28428668,0.12696736
0.20085198,0.08905718,0.01497127,0.28702205,0.37161413,0.2904486,0.1977456,0.00658419,0.14744227,0.31383663,0.08042607
0.14958552,0.07564507,0.01075756,0.30507356,0.2683764,0.42422697,0.18851402,0.01305912,0.3078559,0.11687344,0.14003243
0.1023161,0.10676961,0.04056756,0.3294688,0.22427316,0.3881232,0.26103923,0.00883286,0.13466859,0.10142814,0.3025129
0.11825638,0.0826095,0.06605351,0.3271809,0.2155344,0.19552298,0.28256017,0.00396179,0.16525406,0.06725693,0.4758094
0.15147078,0.00781104,0.08704609,0.2908914,0.26633787,0.1943566,0.21748565,0.00678145,0.06731123,0.02680818,0.68369955
0.18850644,0.00168764,0.05458817,0.2275514,0.18739156,0.17436324,0.1625331,0.01348896,0.10310838,0.0580698,0.8287113
0.12535362,0.00605163,0.02455793,0.27263126,0.22069845,0.10344047,0.12864637,0.01761831,0.07708596,0.03113984,0.99277616
0.24475716,0.00323042,0.00748623,0.30190405,0.27696663,0.12276965,0.0908457,0.0937341,0.05336531,0.11640947,0.6885312
1.03E-01,7.79E-03,4.31E-04,3.19E-01,4.13E-01,1.22E-01,1.19E-01,2.10E-01,5.16E-02,6.86E-02,5.85E-01
0.09160996,0.00842634,0.00502627,0.3817111,0.33629778,0.24332178,0.21068594,0.11141145,0.14528742,0.10874803,0.35747403
0.02877484,0.01203024,0.02438337,0.17053089,0.13839439,0.2686473,0.17833821,0.03885927,0.8255372,0.08539023,0.22911401
0.02395396,0.14448792,0.36428744,0.050584,0.13861859,0.16659918,0.12313388,0.11907896,0.4983875,0.09458089,0.27628765
0.05607001,0.1621629,0.35979748,0.06828847,0.16908006,0.1665343,0.10947698,0.11054669,0.2963963,0.10264226,0.3990046
0.07457351,0.28020126,0.17113337,0.01631141,0.15948586,0.23994604,0.15262607,0.04075301,0.31836468,0.29163343,0.25497144
0.09288628,0.17187618,0.19539228,0.03504099,0.17171039,0.1272951,0.2711346,0.09476745,0.16159151,0.41647008,0.26183504
0.08598563,0.09555904,0.63859165,0.04955458,0.11059912,0.11684893,0.3253294,0.12997107,0.09389075,0.17076686,0.18290305
0.10008083,0.09388892,0.13694724,0.10107915,0.16098824,0.28410274,0.26514745,0.15253925,0.11991684,0.3786532,0.20665622
0.01751572,0.08246054,0.053515,0.15079355,0.15187134,0.4999541,0.29271176,0.16288322,0.17266685,0.25661027,0.15901779
0.01527262,0.08838279,0.01604966,0.20310283,0.17883943,0.29556584,0.37758914,0.09659263,0.26835716,0.31918815,0.14105977
0.03063376,0.18313909,0.02507629,0.32152212,0.03883269,0.42135468,0.17402144,0.07047052,0.07206247,0.46213603,0.20075107
0.04499164,0.06357727,0.02500611,0.43980122,0.03591359,0.35060665,0.11510425,0.03944697,0.10258264,0.5541589,0.22881085
0.03840256,0.03387928,0.03560257,0.33910075,0.01928793,0.28079322,0.12214649,0.01412891,0.08510496,0.8706208,0.16093259
0.1037202,0.03148732,0.1091366,0.32788897,0.04737674,0.2184278,0.22794402,0.00742183,0.10721572,0.6940615,0.12531918
0.2860682,0.07229158,0.06372704,0.38397157,0.09662249,0.20281868,0.26215467,0.00158753,0.09026258,0.40258145,0.13791414
0.42898408,0.07658558,0.04032822,0.4170644,0.09360545,0.24558108,0.26788872,0.00203055,0.1434102,0.14897291,0.13554879
0.35382757,0.03659374,0.0271526,0.42063448,0.12342018,0.22908355,0.34122804,0.01644402,0.23843284,0.09932083,0.1138619
0.18487178,0.02218135,0.02055105,0.5214471,0.2979015,0.13779548,0.40665686,0.01206259,0.16728681,0.08293818,0.146307
0.13494031,0.03733047,0.00286558,0.3774215,0.58697295,0.13302271,0.25329992,0.00070526,0.17869118,0.09121919,0.20353064
0.1383044,0.0567899,0.00890368,0.40776345,0.43829483,0.24931121,0.25519326,0.00944933,0.16294686,0.04083937,0.2322037
0.22340801,0.14705434,0.01013947,0.42904627,0.24220203,0.22379954,0.21979678,0.00834974,0.15169168,0.12249317,0.22201896
0.22010796,0.09650604,0.0106514,0.4757974,0.33940724,0.252751,0.11072326,0.00301008,0.24841985,0.05836331,0.18426241
0.36448902,0.06423976,0.04419831,0.5440222,0.28895998,0.28009954,0.08424434,0.00408228,0.12952454,0.04800263,0.14813739
0.51146054,0.08733551,0.03269508,0.47910184,0.25651813,0.24963517,0.03155598,0.0212412,0.10443127,0.06142079,0.1646046
0.5140155,0.12229681,0.08741059,0.36827916,0.28415668,0.24261577,0.04095977,0.02501329,0.10387395,0.08966115,0.12171736
0.3201414,0.21238093,0.11568113,0.18808013,0.29090887,0.20208018,0.04809741,0.35783768,0.15940733,0.08517826,0.0202067
0.30636045,0.1015358,0.04986585,0.15476868,0.26532108,0.19085225,0.04763682,0.69634515,0.0807962,0.08371755,0.02280005
0.34684277,0.03101011,0.13619655,0.25611976,0.394185,0.1823958,0.2161934,0.24119313,0.09833999,0.06666847,0.03085494
0.43672165,0.01984139,0.06757858,0.27419567,0.46984947,0.05555047,0.24694054,0.29363084,0.0404711,0.03498222,0.06023808
0.4680859,0.03965173,0.01926649,0.32490098,0.3724525,0.02884573,0.16761002,0.42575508,0.03858749,0.05624672,0.05859743
0.28479257,0.03959928,0.009705,0.32592893,0.21994895,0.01170959,0.23203427,0.51369005,0.02817398,0.2206919,0.1137256
0.18933688,0.03927286,0.02999026,0.23246141,0.20840646,0.01692207,0.15463191,0.71319646,0.02229248,0.18038622,0.21310303
0.20237848,0.11226953,0.02261383,0.13236709,0.2775964,0.03676487,0.10391872,0.8632242,0.02795697,0.11290818,0.1080019
0.15128788,0.15154839,0.00408358,0.07749049,0.31781313,0.04491997,0.07337101,0.88478065,0.02256126,0.24688603,0.02525768
0.20317787,0.31612706,0.00077442,0.10948923,0.4224152,0.24475136,0.0692817,0.20969942,0.07613519,0.27648085,0.07166769
0.2590135,0.17964284,0.00274371,0.1515644,0.39994404,0.14526403,0.05777256,0.02704267,0.08707961,0.45670512,0.23322746
0.2580187,0.19452514,0.09413872,0.11875127,0.2657383,0.09904493,0.01929052,0.26257625,0.10366484,0.39496234,0.18928897
0.3871484,0.21676421,0.03793271,0.19789076,0.21757855,0.1222728,0.02523906,0.09201265,0.08264464,0.39545044,0.22506572
0.36604103,0.15208478,0.03702681,0.24396153,0.1192239,0.22590224,0.02352257,0.09811918,0.04985144,0.39980295,0.28446364
0.33822873,0.04346769,0.03984425,0.24150273,0.17528813,0.07507422,0.02222765,0.392442,0.00531033,0.3669632,0.29965064
0.39563248,0.0658367,0.03343181,0.26659366,0.24504171,0.146882,0.14439039,0.23047654,0.01889638,0.22239412,0.2304238
0.3414476,0.57012904,0.01535049,0.08550553,0.12681277,0.07699803,0.24647643,0.19918206,0.0448039,0.21310748,0.08018632
0.13108438,0.53866565,0.01018536,0.11632454,0.14053167,0.16018455,0.15165274,0.15846154,0.0767042,0.4017066,0.11449838
0.04996981,1.0485966,0.0284423,0.03054523,0.06710644,0.05023528,0.11156841,0.27021363,0.11759185,0.13824399,0.08748624
0.34023386,0.67468727,0.05719095,0.00101648,0.09553089,0.09116177,0.1115596,0.44213328,0.08154966,0.03280807,0.0721281
0.06342261,0.16587251,0.18083347,0.0042288,0.12696025,0.13842683,0.3021629,0.09448139,0.4438403,0.14572288,0.33404812
0.14762095,0.07696107,0.25043726,0.03963536,0.12595803,0.16919143,0.29475194,0.02319242,0.42916432,0.0779964,0.36509088
0.08742327,0.06889313,0.4770234,0.02895213,0.1003805,0.2696866,0.2523835,0.03259325,0.2743362,0.14610904,0.26221916
0.05615621,0.05591786,0.35605183,0.04135537,0.06773939,0.5772682,0.30385104,0.06055719,0.26438642,0.10744172,0.10927491
0.1039854,0.1297525,0.06109443,0.1000991,0.17191118,0.41050532,0.30702883,0.03834555,0.375175,0.13685997,0.16524278
0.1336478,0.33319402,0.02550333,0.06868664,0.36990976,0.22155409,0.20751958,0.01286543,0.3523475,0.15312219,0.12164965
0.13233152,0.14588542,0.11235715,0.09249794,0.3773601,0.3185616,0.24168235,0.0094342,0.19075009,0.18076812,0.19837143
0.09405669,0.07074143,0.81476986,0.08797736,0.1577017,0.14479584,0.1390683,0.00700163,0.09875536,0.16046524,0.22466661
0.09195564,0.02819979,0.6933082,0.16174833,0.08509569,0.09733369,0.08874716,0.00887891,0.14531697,0.47498968,0.1244257
0.09385258,0.05195523,0.7660467,0.2601813,0.15194951,0.06187136,0.05989782,0.01085333,0.06201314,0.35164076,0.12973799
0.05965001,0.0371557,0.09806377,0.5572778,0.16446604,0.36759838,0.1914313,0.05362721,0.0880985,0.1478409,0.23479001
0.07662489,0.05694279,0.03316582,0.5417585,0.12479984,0.38301122,0.15021095,0.06561504,0.12796228,0.21389058,0.22601779
0.13464256,0.0638106,0.05059768,0.4166088,0.19913913,0.23176013,0.19527999,0.07791621,0.17987636,0.26119092,0.18917729
0.14014292,0.1148325,0.04287525,0.24564438,0.22693963,0.14865136,0.17718631,0.25911093,0.26782697,0.1550182,0.22177139
0.1741949,0.09828232,0.04191008,0.34653628,0.2884472,0.17765835,0.1524458,0.14305124,0.21883048,0.13481961,0.22382344
0.13530333,0.17117977,0.00423872,0.37713695,0.31534544,0.16392389,0.11770973,0.22420187,0.2528754,0.0734877,0.16459687
0.08713089,0.11234872,0.00131296,0.5252941,0.29957542,0.15813519,0.09785818,0.12973255,0.33355483,0.16951457,0.08554216
0.06624945,0.15132523,0.00548572,0.62410617,0.27527598,0.16640505,0.13924894,0.18443899,0.17763734,0.12931737,0.08050967
0.06808578,0.09571756,0.00322215,0.6615941,0.24760756,0.17339551,0.16792357,0.26218796,0.11079314,0.08236055,0.12711173
0.11009432,0.05040216,0.00155737,0.81180054,0.28939345,0.13585089,0.17885895,0.0341482,0.0951356,0.11526568,0.1774921
0.14660722,0.08918777,0.00251426,0.77501905,0.38094386,0.08394892,0.07915928,0.0429319,0.11739667,0.18410774,0.09818292
0.23667482,0.08048186,0.0406252,0.6823275,0.488671,0.10550851,0.04580299,0.08096007,0.08979018,0.09209216,0.05706518
0.26848212,0.18511428,0.02969535,0.58692914,0.5140402,0.13165885,0.063474,0.08184089,0.03728556,0.04033437,0.0611449
0.2875879,0.23913743,0.06770909,0.3587222,0.4459366,0.18893024,0.12059128,0.12053104,0.0318293,0.03505246,0.10397205
0.2521213,0.2874542,0.12237126,0.18391557,0.19514778,0.15830822,0.14698532,0.3719678,0.01722882,0.04252154,0.22197744
0.28919062,0.30120316,0.17806666,0.18536355,0.14754643,0.13870384,0.20502147,0.1928866,0.05532812,0.10125478,0.20543405
0.35387117,0.29899824,0.0916472,0.17713912,0.18613301,0.14727591,0.2258766,0.12161724,0.08623558,0.08718988,0.22401538
0.4885714,0.25941497,0.09838773,0.1401132,0.18228258,0.10150276,0.2643872,0.08419112,0.09851015,0.11507606,0.16756247
0.36524427,0.415377,0.19514352,0.09120967,0.12924895,0.10356091,0.25551614,0.06887574,0.11114278,0.08551441,0.179166
0.24085678,0.24370056,0.21707946,0.09242705,0.09677555,0.15889628,0.27602887,0.13285401,0.19368084,0.16109774,0.1866024
0.17754859,0.17532083,0.70566624,0.08954512,0.07336421,0.12850647,0.14046483,0.10062377,0.09209588,0.09938017,0.21748315
0.224961,0.19905594,0.30190507,0.1564388,0.13354453,0.18281457,0.18025444,0.14658774,0.07801419,0.19430095,0.20212197
0.19983034,0.11624119,0.12177186,0.21333833,0.20108749,0.23372339,0.14342104,0.21722265,0.0957057,0.21080944,0.24684791
0.17997572,0.11960372,0.06666835,0.23959796,0.2645227,0.15917009,0.18782744,0.13369507,0.13162483,0.17413262,0.34318075
0.17658825,0.0985204,0.03796605,0.22276826,0.30307895,0.12456188,0.17728414,0.14087653,0.13412978,0.18286848,0.40135664
0.27422804,0.16285138,0.10427597,0.20517507,0.25609663,0.10506897,0.20863202,0.1655409,0.08785205,0.11705562,0.31322244
0.2226523,0.1709565,0.10774855,0.2460112,0.24589486,0.08641836,0.2798839,0.17002259,0.08542296,0.08998024,0.29500797
0.13323383,0.1665825,0.1419999,0.2320413,0.2441755,0.12814341,0.3177441,0.08930781,0.13977015,0.13303576,0.2739648
0.09598053,0.16046515,0.14295277,0.21144786,0.1950403,0.10464235,0.23143855,0.17097136,0.17995802,0.16779116,0.339311
0.09534071,0.16767257,0.14629292,0.1856908,0.21470366,0.1278372,0.19899765,0.19102114,0.25950027,0.13377,0.27917206
0.08407179,0.17091441,0.06149909,0.1658785,0.21275266,0.24031457,0.19433893,0.39524412,0.15307873,0.15498424,0.16692206
0.09466591,0.2177257,0.07577138,0.21273562,0.2578278,0.19615103,0.30437422,0.11934389,0.11201189,0.22579774,0.18359396
0.09897178,0.15093757,0.06188773,0.14390974,0.39537442,0.13649395,0.4334659,0.14369032,0.02273832,0.21531668,0.1972122
0.15374531,0.12078153,0.09416672,0.16943303,0.26943648,0.14595234,0.47531903,0.15548109,0.0059853,0.2135047,0.19619294
0.25241846,0.05196366,0.0971287,0.09339849,0.26394263,0.11234722,0.80513954,0.06883253,0.0055683,0.12189873,0.12736
0.10976658,0.10759547,0.14157678,0.11052036,0.18186794,0.24750721,0.5831775,0.13131127,0.0098049,0.19036199,0.18650852
0.09966277,0.13061404,0.06822048,0.18251318,0.13634971,0.2839648,0.5173695,0.21288599,0.01270376,0.16329636,0.19241747
0.14824675,0.06620073,0.04751409,0.34204075,0.1285114,0.44198576,0.26653513,0.2801748,0.02457263,0.0867203,0.16749606
0.1853271,0.11116694,0.04613068,0.52622664,0.14158335,0.38354,0.25328216,0.0595756,0.00919857,0.07999025,0.20397727
0.23228428,0.12501197,0.03995516,0.609411,0.13233949,0.29965255,0.24752392,0.03956747,0.00744816,0.09816793,0.1686364
0.21941769,0.1715803,0.04573492,0.402593,0.20023224,0.324589,0.2861768,0.03928424,0.03547221,0.18763351,0.08728465
0.20144033,0.11571585,0.08832429,0.4237961,0.17717743,0.4177975,0.32288337,0.03691186,0.05519144,0.0379063,0.12285556
0.22248212,0.0928176,0.06715255,0.37345257,0.2534804,0.5221875,0.14646499,0.03147893,0.06523314,0.0707041,0.15454626
0.16908334,0.06710141,0.16303131,0.23745723,0.20806018,0.7105679,0.11148221,0.06489021,0.06941867,0.05288836,0.14601885
0.1463882,0.06702754,0.09583468,0.23988838,0.1981951,0.7638367,0.11387989,0.19300959,0.09274878,0.03032032,0.05887066
0.15629409,0.02453294,0.14808863,0.23026276,0.25683358,0.5985996,0.13205084,0.3053781,0.04530944,0.08725297,0.01539707
0.12250427,0.00481231,0.13808721,0.3705272,0.3771929,0.34093836,0.11679365,0.25803205,0.1490478,0.11397069,0.00809348
0.09329525,0.01349064,0.11365465,0.30632955,0.7018242,0.14714627,0.16448134,0.15363958,0.11451852,0.16581187,0.02580812
0.12693663,0.03277272,0.16031426,0.3753888,0.4099863,0.23754995,0.14294045,0.06978329,0.19163185,0.20268403,0.05001152
0.19421527,0.03443188,0.07243687,0.3305957,0.35063893,0.1666988,0.10453773,0.11645401,0.37233594,0.18460816,0.07304678
0.10048436,0.05134315,0.02320546,0.24218777,0.28603393,0.13528304,0.06088759,0.05409756,0.6659373,0.28486985,0.09566985
0.07753421,0.08027818,0.04226008,0.18234874,0.06137697,0.0994318,0.05912143,0.0461923,1.0036702,0.25070682,0.09707919
0.14888193,0.0917802,0.10234994,0.18647426,0.02820984,0.1601156,0.09296557,0.05104616,0.59121627,0.36504596,0.18191433
0.22981225,0.08258633,0.11020204,0.19938576,0.05652712,0.08092041,0.08613079,0.0602146,0.21127488,0.5113879,0.3715579
0.27009994,0.09083144,0.09908526,0.21131435,0.09072064,0.07239698,0.1140882,0.05561255,0.13071896,0.29290676,0.5722249
0.28655797,0.03019723,0.11476236,0.17854117,0.1161497,0.07483158,0.10321587,0.15698189,0.07151873,0.2500519,0.61719155
0.2644154,0.00830913,0.1396937,0.13827072,0.10313579,0.07238621,0.06739497,0.13482986,0.04690806,0.16654538,0.8581107
0.24841854,0.00874239,0.25684154,0.12678203,0.12457577,0.07885962,0.10772913,0.11502975,0.09344257,0.15587023,0.6837086
0.2478971,0.08407836,0.14947021,0.15007412,0.15426728,0.11683238,0.16769655,0.09420174,0.06507937,0.22104597,0.5493568
0.30307382,0.06865893,0.25564831,0.22027841,0.13399146,0.1626941,0.19897613,0.15317024,0.0943075,0.2855196,0.12368147
0.32731846,0.03542775,0.10799748,0.18693493,0.11089649,0.16706699,0.1901237,0.15380074,0.27058026,0.3916264,0.05822694
0.31935945,0.06200425,0.11802572,0.17901327,0.12213932,0.19697618,0.10592195,0.10678732,0.22675107,0.48766956,0.07535183
0.34294197,0.10374698,0.07019416,0.21565312,0.16961323,0.24725223,0.14279325,0.12582822,0.16208085,0.32482845,0.09506749
0.2901747,0.19348097,0.04470254,0.22147867,0.2526261,0.24722438,0.14549547,0.12391689,0.18822266,0.17377694,0.11890043
0.31936324,0.21623299,0.04083563,0.22975598,0.19526976,0.11652975,0.18292536,0.16168743,0.11739443,0.16199797,0.25800744
0.30876613,0.14015156,0.01498218,0.1770452,0.2600012,0.11057166,0.08025845,0.23752075,0.14602838,0.17326488,0.3514094
0.24777289,0.04892058,0.03475028,0.17326856,0.29936066,0.12899087,0.10625162,0.27456945,0.0785617,0.22498359,0.38256985
0.16472895,0.03484531,0.00908883,0.11939352,0.27065924,0.20304564,0.09157187,0.5911831,0.05028781,0.12929675,0.335899
0.15416512,0.06914497,0.00057273,0.12197092,0.42034987,0.1588569,0.13187547,0.34128997,0.04338353,0.2999948,0.25839573
2.03E-01,8.41E-02,2.28E-04,2.04E-01,4.06E-01,1.00E-01,1.00E-01,1.28E-01,6.23E-02,2.79E-01,4.33E-01
0.23402086,0.18382595,0.0014753,0.2958391,0.32145143,0.10303327,0.15186954,0.00974301,0.02703145,0.23364174,0.43806827
2.41E-01,1.76E-01,2.39E-04,4.10E-01,2.06E-01,1.97E-01,1.10E-01,2.90E-03,2.89E-03,3.22E-01,3.32E-01
1.78E-01,2.89E-01,5.27E-05,2.90E-01,2.68E-01,4.67E-02,6.28E-02,4.50E-03,1.75E-02,6.51E-01,1.91E-01
1.12E-01,2.03E-01,9.88E-05,1.88E-01,1.02E-01,6.18E-02,1.33E-01,7.02E-03,4.37E-03,6.49E-01,5.41E-01
1.45E-01,5.12E-01,4.32E-04,2.60E-01,1.59E-01,1.69E-01,1.91E-01,1.88E-02,6.32E-03,8.67E-02,4.53E-01
1.61E-01,5.68E-01,9.29E-03,3.02E-01,2.37E-01,1.89E-01,2.73E-01,1.58E-04,9.69E-02,3.02E-02,1.32E-01
0.10145231,0.5109155,0.00375917,0.27328357,0.24948715,0.27319184,0.38422897,0.00092178,0.10849548,0.05889916,0.03536483
0.15506479,0.3691145,0.00421669,0.35908428,0.3295834,0.08868214,0.3331175,0.00624692,0.10597235,0.13120428,0.11771309
0.13370699,0.35235167,0.00812807,0.37362552,0.32718864,0.10529549,0.29283163,0.00743178,0.09605897,0.18122017,0.12216076
0.19639818,0.2949186,0.06482383,0.3626025,0.1948869,0.11366092,0.19642816,0.0194681,0.0663426,0.15920654,0.33126348
2.28E-01,3.71E-01,7.62E-02,2.92E-01,4.68E-02,2.00E-01,2.75E-01,2.22E-04,1.83E-01,2.07E-01,1.20E-01
1.41E-01,5.01E-01,4.95E-01,1.77E-01,2.35E-02,5.81E-02,1.98E-01,4.22E-04,2.06E-01,1.58E-01,4.20E-02
0.17342159,0.24699096,0.73848796,0.14147186,0.02101396,0.05501766,0.06876034,0.00194839,0.27809802,0.24099623,0.03379302
0.3352655,0.2231459,0.33170733,0.18132639,0.06935268,0.1348753,0.06680582,0.00333318,0.32959458,0.24120647,0.08338671
3.25E-01,1.94E-01,1.15E-01,2.69E-01,1.26E-01,7.37E-02,1.13E-01,1.19E-04,4.97E-01,2.12E-01,7.40E-02
0.2657833,0.13888694,0.10637341,0.4330214,0.25121656,0.03785388,0.22729401,0.00098342,0.2628031,0.20318621,0.07259712
0.29643366,0.0838605,0.0684891,0.41572937,0.37858367,0.03388155,0.2570837,0.00069321,0.1222558,0.26685098,0.07613801
0.33334053,0.09397174,0.06220803,0.29817826,0.49596405,0.04334281,0.19598696,0.00239585,0.17120586,0.21312441,0.09028111
0.36767492,0.11030551,0.09844217,0.26536125,0.49672362,0.11847425,0.04486512,0.01845832,0.15440996,0.18839554,0.1368889
0.37781176,0.15125397,0.13241461,0.2981495,0.3268753,0.20089635,0.00367557,0.02652372,0.17961098,0.15057293,0.15221481
0.44280753,0.21670553,0.00178611,0.31283423,0.2168312,0.16517814,0.0019088,0.07099916,0.16148418,0.22703876,0.18242589
0.5449401,0.28433028,0.0006459,0.29796758,0.2772304,0.04185234,0.00096744,0.01353697,0.102223,0.31763652,0.11866855
5.24E-01,2.29E-01,5.08E-04,3.22E-01,3.46E-01,2.79E-03,3.89E-03,3.59E-02,8.92E-02,2.50E-01,1.97E-01
0.59189093,0.19302063,0.00320397,0.35600656,0.34144998,0.02938937,0.01818018,0.00859407,0.04570341,0.2201264,0.19243394
0.57365423,0.0775939,0.00702244,0.21619764,0.28142253,0.01047695,0.00714035,0.02033887,0.30610648,0.29961154,0.20043427
0.6250989,0.0165935,0.00456843,0.19608478,0.2652253,0.03490045,0.02425612,0.02608016,0.21316573,0.34342477,0.25060114
0.44910538,0.03424872,0.05674363,0.11043271,0.26110587,0.05384382,0.05831328,0.32592475,0.02594476,0.49680534,0.12753129
1.73E-02,1.61E-03,1.75E+00,2.06E-03,6.60E-03,5.64E-03,4.84E-03,1.43E-01,5.06E-02,1.44E-02,2.20E-03
0.04338874,0.05501132,0.7442538,0.03728761,0.17584091,0.19760296,0.2932014,0.18955363,0.13521747,0.07647799,0.052164
0.1777682,0.10538647,0.04567469,0.21125482,0.31613573,0.18252547,0.08250386,0.09739668,0.21246466,0.21570516,0.35318384
0.19081114,0.17330725,0.01055593,0.21263878,0.4928352,0.16763844,0.13426982,0.08738804,0.06019734,0.1042353,0.36612248
0.26870117,0.1171627,0.00212136,0.16405645,0.41759738,0.38236925,0.02557926,0.01319372,0.16520257,0.16910218,0.27491376
9.62E-02,7.76E-01,4.12E-03,6.47E-02,1.57E-01,2.64E-01,1.23E-01,2.18E-04,7.95E-02,3.25E-01,1.10E-01
5.40E-02,2.62E-01,3.38E-03,8.26E-02,9.72E-02,2.22E-01,2.05E-01,1.02E-05,5.35E-02,9.61E-01,5.87E-02
8.96E-02,8.41E-02,5.41E-02,2.31E-01,2.02E-01,3.20E-01,4.74E-01,1.69E-04,6.91E-02,2.57E-01,2.19E-01
1.93E-01,4.41E-02,3.98E-02,3.99E-01,2.01E-01,2.97E-01,3.60E-01,1.33E-04,1.44E-02,1.73E-01,2.79E-01
0.1733411,0.07262713,0.00209735,0.27488148,0.29247364,0.39016557,0.24837357,0.00065822,0.00780121,0.2970545,0.24052538
2.00E-01,6.41E-02,1.55E-05,1.48E-01,2.67E-01,1.55E-01,8.40E-02,2.34E-04,1.80E-02,6.90E-01,3.74E-01
8.67E-02,1.10E-01,3.73E-05,2.17E-01,2.65E-01,3.25E-01,4.65E-01,9.80E-06,3.14E-03,2.29E-01,2.99E-01
1.98E-01,3.07E-01,5.07E-06,1.98E-01,2.44E-01,2.88E-01,3.79E-01,6.35E-06,8.96E-03,1.28E-01,2.49E-01
4.98E-01,3.27E-01,6.21E-07,1.78E-01,2.89E-01,1.48E-01,2.23E-01,3.53E-06,1.45E-02,1.04E-01,2.19E-01
4.87E-01,2.00E-01,1.44E-04,9.76E-02,6.49E-01,1.20E-01,2.14E-01,5.74E-03,4.42E-02,5.03E-02,1.32E-01
3.03E-01,1.03E-01,5.12E-04,2.33E-01,6.26E-01,7.51E-02,3.42E-01,1.19E-01,1.16E-01,3.55E-02,4.69E-02
0.18581307,0.24861786,0.00153684,0.41477132,0.40199175,0.18357824,0.34907398,0.00165439,0.0814083,0.01116831,0.12038483
0.17608573,0.07948714,0.00254501,0.72118694,0.2850325,0.18977916,0.03509263,0.00756743,0.05236292,0.02266459,0.4281947
0.23009658,0.09598514,0.01329899,0.78646845,0.19264564,0.22819363,0.03155043,0.05661066,0.12822495,0.01775953,0.2191647
0.23153833,0.15180252,0.06675366,0.7021768,0.17286006,0.2652616,0.059985,0.03587488,0.12265846,0.07700582,0.11408149
