date;50Drawdown
04/05/2017;0
04/05/2017;0
04/05/2017;0
04/05/2017;0
04/05/2017;0
04/05/2017;0
04/05/2017;0.002776679
04/05/2017;0
04/05/2017;0
04/05/2017;0.000526502
04/05/2017;0
04/05/2017;0.021479183
04/05/2017;0.001869436
04/05/2017;0.013894912
04/05/2017;0.026895172
04/05/2017;0.038189089
04/05/2017;0.018846135
04/05/2017;0.020557192
04/05/2017;0.001514026
04/05/2017;0
04/05/2017;0
04/05/2017;0.014802045
04/05/2017;0.007204108
04/05/2017;0.010957563
04/05/2017;0.008219333
04/05/2017;0.008234195
04/05/2017;0.022398124
04/05/2017;0.002963939
04/05/2017;0.005879577
04/05/2017;0.011563169
04/05/2017;0.002428925
04/05/2017;0.009040431
04/05/2017;0.011708997
04/05/2017;0.015627787
04/05/2017;0.028494122
04/05/2017;0.01479833
04/05/2017;0.007531061
04/05/2017;0
04/05/2017;0
04/05/2017;0
04/05/2017;0.001569311
04/05/2017;0
04/05/2017;0
04/05/2017;0
04/05/2017;0
04/05/2017;0
04/05/2017;0.004604123
04/05/2017;0.003236495
05/05/2017;0.011486218
05/05/2017;0.013108269
05/05/2017;0.004525514
05/05/2017;0.000224839
05/05/2017;0
05/05/2017;0.008996687
05/05/2017;0.006280501
05/05/2017;0.003218191
05/05/2017;0.00746218
05/05/2017;0.002981855
05/05/2017;0.007050687
05/05/2017;0.011108625
05/05/2017;0
05/05/2017;0
05/05/2017;0
05/05/2017;0
05/05/2017;0
05/05/2017;0
05/05/2017;0.005875042
05/05/2017;0.004491196
05/05/2017;0.007072905
05/05/2017;0
05/05/2017;0
05/05/2017;0.003195049
05/05/2017;0
05/05/2017;0
05/05/2017;0
05/05/2017;0
05/05/2017;0
05/05/2017;0
05/05/2017;0.012771221
05/05/2017;0.047879937
05/05/2017;0.039901138
05/05/2017;0.038421493
05/05/2017;0.046767347
05/05/2017;0.059684961
05/05/2017;0.034098245
05/05/2017;0.047828521
05/05/2017;0.039004925
05/05/2017;0.017827864
05/05/2017;0.011338707
05/05/2017;0.007931668
05/05/2017;0
05/05/2017;0.002331977
05/05/2017;0
05/05/2017;0.005635133
05/05/2017;0.001127853
05/05/2017;0.007240155
06/05/2017;0.012340281
06/05/2017;0.00285406
06/05/2017;0.001487967
06/05/2017;0
06/05/2017;0
06/05/2017;0.007607429
06/05/2017;0.010524818
06/05/2017;0.006356346
06/05/2017;0.012241249
06/05/2017;0.004963694
06/05/2017;0
06/05/2017;0.026621526
06/05/2017;0.03901862
06/05/2017;0.027771222
06/05/2017;0.043409103
06/05/2017;0.024046886
06/05/2017;0.013134251
06/05/2017;0.002633478
06/05/2017;0
06/05/2017;0.005314998
06/05/2017;0.019173213
06/05/2017;0.020280843
06/05/2017;0.021704262
06/05/2017;0.019120469
